参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
__,reply ngo la,I have pm you,hi,1,11,,,find mbbs yr1 girl study partn,,
平賣engine yr 1 A source(有pp ans,push,,,,,,,,1,1
COMP3314 組隊,Pm :D,有朋友仔下學期會讀 machine learning 嗎？估計下學期都係網課，趁早圍爐先！,,,,1,3,,,
__,？,Sls,😂😂🤭,3,6,,,Civil engine intern,,
有冇人諗住apply trans科？,牛b死了😭,Start from year 1,🥲med fac all package equal to mbbs,4,45,,,,,
FBE唔過三去唔去到UK exchange？,"But do encourage to go exchange, good experience",But online hk,Yes,2,16,,,,,
有冇人讀過BIOL3105?,DMed,Ching 有冇 source?,workload細 冇lab 容易A range,1,4,,,,,
收sowk1002 ebook/ source,pushhhh,收sowk 1002 ebook/ source thx,,,,2,2,,,
仲以為Engine今日會放grade,唔想知😪,甘心急做咩,星期六日唔會有人做野架xgu,1,4,,,,,
sowk1002 grade?,push,push,想知+1,1,4,,,,,
sowk 1012 ebook + A source,also selling source (2 sets). pm if interested,pm,cheap price available. A source from Sem 2. pm if interested,1,3,,,,,
CAES1000邊個教會靚grade？,simon ok ga,Simon scanlon好唔好㗎？,Tiffany Ip 我上堂打機 冇聽過書 asm認真做 最後A- 利申dse英文4,1,3,,,,,
Soci1001 A range source,Pm,Pm,Pushh,1,5,,,,,
CAES￼邊個￼￼靚grade?,英文好自然靚,有冇今個sem讀過嘅人可以俾啲意見🙏🏻🙏🏻,,,,1,2,,,
CCHU9030 A Source,全部asm全部in class writing最尾一次大in class writing,,,,,,,,1,1
Biol1201 點grade,A+ source for sale,A+,,,,1,2,,,
BIOC2600咩grade?,A+ source for sale,A+,Fail撚咗,1,10,,,,,
就開學，會唔會打針？,能屈能伸大丈夫,唔可以屈服係呢間垃圾大學,On9 jai,1,8,,,,,
biol1110 咩grade,A,4-5%?,final 大概錯幾個😭,11,32,,,,,
Med fac幾時出分,17,😢😢😢,,,,2,2,,,
求stat2901 stat2902sources,pm plz,pm,,,,1,3,,,
平放SOWK1012 E-Book,have ebook $20,Sale pm,Pm,1,6,,,,,
BSTC啲course有冇tutorial?,睇多唔多人報 full咗咪無得add,如果啲course 係approved not required呢:(,睇course,1,5,,,,,
lacrosse uteam袋,想問下ard會選幾多個入去uteam呢🤔,哈利路亞,oh好啊好啊 唔該曬你地,1,6,,,,,
Sem2幾時latecome hall,打算報邊間,隨時可以latecomeSearch hku hall vacancy就揾到個website不過入面啲數字未必真 有得0但其實有位 有啲顯示有但其實冇建議識人就問下先報 唔識就冇計,未決定，但唔知個procedure 係點，有冇人可以講吓🤯,2,4,,,,,
強烈建議學校預先規劃一個有枱、電嘅位比被逼校園zoom嘅學生,仲要明明其實少人嘅course互動先多😂,有成200人一個課室都唔知邊個諗出黎👍🏻 多人過好多lecture,其實咁樣同f2f有乜分別？好似仲多咗人喺課室🥲,2,9,,,,,
caes9920 lecturer,同问,有冇人知caes9920 Serina靚唔靚grade？,,,,1,2,,,
可否不要有啲f2f有啲zoom😵‍💫,走tutorial算dklm,其實至少應該hybrid啦 個個逼曬去智華佢覺得安全啲？😀,逼人返campus zoom😀,2,3,,,,,
biol3205 grade,大家點 好奇個range,,,,,,,,1,1
有無人有興趣參加estee lauder camp,過咗時間,Pm again,Interested,2,12,,,,,
Eng lv5 major engl 會唔會唔掂😵,Too true to be true 😉,Reg 唔到，去咗考ielts,Level 4 reg 到咩？,8,25,,,,,
engine 幾時出grade？,有星星喺隔離 姐係fac已經入咗grade等派,你去portal 睇自己transcript,**係咩？,2,28,,,,,
有冇人想讀ENGL2170 cringy,個course讀cringy lit但本身冇Engl底,,,,,,,,1,1
☺️,星星咗成個禮拜啦,,,,,,,Medfac幾時先肯派grade,1,1
一人一個地方可以f2f完即刻zoom,原地,,,,,,,,1,1
fbe如果minor acct，d已經讀咗core點計？,咁係要讀咩course?🙏🏼,no 我知咗啦 唔係 佢有限定,推 我都想知係唔係,2,11,,,,,
想問有冇人absent考試有收信？,Where to check?,Sci fac,Alr got supplementary exam dates,1,11,,,,,
有冇人讀過IIMT3627?,想問下有咩comments🥲,,,,,,,,1,1
MKTG major,MKTG 3511 Advertising Management MKTG 3512 Brand Management MKtG 3523 Global Marketing MKTG 3525 Services MarketingMKTG 3526 Innovation and New product development Which 2 Leng grade?? Elective Marketing Strategy,,,,,,,,2,1
fina3381,Hi xd,Lol,有冇人讀過fina3381 有啲興趣😂btw can 組隊2320,1,3,,,,,
fbe exchange ielts成績最遲幾時要交,最好問一問,如題🙏🏻如果月尾先考會唔會太遲,,,,1,2,,,
CCHU9002 moodle,呢個sem讀+1,你好想開sem咩,咁急做咩,2,4,,,,,
Cchu9002好唔好grade,我今個sem讀,朋友A-,伏唔伏,2,3,,,,,
求MATH2211 resources 🉑️💰,pm,,,,,,,,1,1
sem2有無得睇zoom recording？,應該以後都會有，反正所有需要嘅設備都整好晒，怕你有片唔返最多咪個個course都加個80% attendance迫你返,記憶中係有,.,2,3,,,,,
今年報exchange 係咪冇interview,冇收,我都Final year都諗緊報唔報,Can,6,19,,,,,
d professor 係咪假期唔會check email,肯定係放假唔想理學生😌,但係假期明明應該比起sem time少學生send email比佢哋，但係佢哋就一直都冇覆,D professor 明明sem time覆得都快，最多一兩日一定會覆到,1,7,,,,,
HSBC Graduate Program,Pm,Global operations,which division?,1,4,,,,,
ccst9019 grade? workload?,啲C係咪真架🤔,Understanding climate change,,,,2,2,,,
Similarity,如果咁講 大部分courses係咪都交哂grade,正解 thanks ching,其實唔洗咁驚plagiarism，如果佢有懷疑，為公平起見佢一定會先問過你要你解釋先改你篇文。而為咗唔好出transcript先改，佢會出grade之前就聯絡你，除非佢改完交埋grade到最近先突然發現你有可疑啦。,1,11,,,,,
幾時可以睇到summer sem可以reg咩？,應該係嚟緊嘅add/drop period,,,,,,,,2,1
Eng stud一問,"yes, correct",係咪可以留番一個intro course final year先讀？聽人講要讀晒先做得capstone?,,,,1,2,,,
⛑,Thx🙇🏻‍♀️,workload好低 d嘢都唔難 我自己grade就同2103一樣 利申: A range,,,,1,4,CIVL3121 Water Resources,,
有咩莊可以上 2022,🤣好似有幾多系莊都係sem2莊,HKU都有啲sem 2莊嘅,sci soc,3,8,,,,,
BIOL1110係咪好似中學Bio￼?,Ok唔該晒🙇🏻🙇🏻,自己花多少少時間研究下，問題應該不大,一定會,2,13,,,,,
仲有d咩莊可以上？,sci soc斷莊幾年啦 就係因為窮,但investment soc 穿櫃桶底呢個就真,"以我所知sci soc 之所以被su half disaffiliated 係因為違反咗cons, 姐係冇開到agm, 而唔係穿櫃桶底wor ching",23,36,,,,,
收CCST9047 sources,如題，需要The Age of Big Data嘅sources。最少要有B +，價錢可議，有興趣請PM！,,,,,,,,1,1
社科：2字頭advance course一定要yr2讀完？,thank you🙏🏻🙏🏻,Yr4都可以讀,唔係,1,4,,,,,
有冇人用過cedars嘅self test？,同問,係咪test完影張相upload上portal就得？,,,,1,2,,,
__,Pm,好正常大家都咁後生,"180 ba, pm?",10,14,,,你地仲係唔係處?,,
Econ1210 calculation tools,"Pm if you need🙌🏻Reasonable price Excel file, input numbers can directly find the answers. It can let you finish your work more quickly. Feel free to pm for a look before you buy 🙏🏻🙏🏻",,,,,,,,1,1
試過一sem最多讀幾多科,我以為最多係7😂,,,,,,,,1,1
Hku有冇🚬女仔,Ba,但我識唔到🥲,大把,1,5,,,,,
Campus 可唔可以開時鐘酒店,branch library,Lm,有邊度推介？,3,9,,,,,
ECON1210 Calculation tools,Yes,Excel,？,1,6,,,,,
有冇人好鍾意種花,無花開🤣,Hi,富貴竹,1,11,,,,,
HKUMed vs Cedars consultation,hku med會唔會直接可以開藥,hii 我hkumed cedars都試過 其實兩個counsellor都好好都幫到我了解自己嘅情緒/behavior. 我同意都要睇番你同counsellor match唔match. 我自己就選擇睇番medfac因為近啲同埋容易啲book時間,,,,3,9,,,
exchange要IELTS overall 定分卷過6.5,thxx🙇🏻‍♂️🙇🏻‍♂️,夠做架喇,Overall 6.5,1,4,,,,,
⛄️,邊度？,真識玩 唔屌你屌邊個,屌你老母,7,14,,,智華可唔可以上tutorial,,
__,多到爆😑,想知智華點book 試過幾次都有個box彈出黎confirm唔度,多唔多人將多人study room或discussion room當單人房用？,5,6,,,Main library d study room點book,,
(fm)上cc lecture一問,問乜？,,,,,,,,1,1
自己一個可唔可以bk discussion rm?,多人咁做？,咁可唔可以一日book幾個section?,Yes,3,3,,,,,
Yr 1搵 c stage 3-4,yr1 mbbs ba,yr1 fbe ba,,,,1,2,,,
有冇人apply CU master？,corporate communication,我諗你講清楚啲你報咩master先好啲 事關佢地唔同faculty嘅處理未必一樣 admission office會一齋收 之後剩係負責收application再send比faculty office同埋等faculty send張list落嚟搞派offer 佢係冇份參與faculty嘅審批過程,有冇人知cu分開local & nonlocal審批定合埋一齊？🙏,1,3,,,,,
FOSS2018一問,佢啲information全部TBC 咁係咪求其簡一個就得啦🥲🙏🏽,,,,,,,,1,1
SOWK 3088 一問,我系fbe學生，冇讀過SOWK course，見email promote呢個Becoming a change maker : skills & practice for effective social entrepreneurship & social innovation.想知道讀d咩？伏唔伏？重唔重workload？感謝🙈🙈,,,,,,,,1,1
有冇人報過ECF Student Ambassador,同問,好似係做research 但唔知workloads 重唔重，有冇過來人分享下？,,,,1,2,,,
Ms equity swap pt intern,Anyone done final in?,Anyone got into final?,Anyone got updates after 1st round,2,12,,,,,
cchu 靚grade介紹🙏🙏,CCHU9007,pm,CCHU9078 A+,1,10,,,,,
MA in music,其實個music dept夠唔夠資源收多一屆學生架,http://www.music.hku.hk/postgrad-general-info-ma.html有冇人收到風，係咪真係會開？,,,,1,2,,,
放CAES 1000 textbook,Yes pm?,still hv?,85%new $80 有意請pm,1,3,,,,,
有冇人想讀cu media master？,想知gpa要求？,,,,,,,,1,1
文學院有咩intro靚grade？,Art history 1001,想知 準備add drop period再reg🥲,ling1000,4,5,,,,,
唔明點解讀咁多書啲人都仲係可以咁inconsiderate,starr不嬲多敗類,On9 7 starr,Starr hall咩料都知 唔出奇,1,5,,,,,
Online上堂一觸即發,Ok,認識下？,19年入學嗰班都唔知有冇一個sem喺翻到學校,1,19,,,,,
FBE release GPA,Oh yes just received the email thanks,17/1 god,Lm,3,10,,,,,
__,樓上兩個係咪真hehe🤣,呢個post好搞笑😹,想睇,2,7,,,有冇人係智華想stage4？👅,,
CAES 21-22 A+ grade source,Pm,Wfc,"CAES 21-22 sem 1 A+ grade source, pm if interested.",1,3,,,,,
Stem internship programme,dm,Dmed,Dmed,1,9,,,,,
組隊參加meal prepping competition,fns major year3~,hellooo fns major year 3 ~~,hello fns major toooo~ may i join?,24,,,,,,
有無人想組隊玩hack.asia,有冇話要咩background 先玩得 覺得自己好似好廢但又想玩,Virtual hackathon https://hackasia.whub.io,,,,1,2,,,
__,想同doublemay瘋狂sd甜相,pm,Sad,134,1176,,,HKU多唔多淫底女仔,,
fbe exchange offer,May I know your gpa for Washington? Many thx,,,,,,,,88,191
有冇人有traditional locker唔用可以讓比我,如果有人有但係冇用嘅話 可唔可以讓俾我🥺🥺🥺,,,,,,,,1,1
夾迪士尼全年證,有冇人聽日(5/1)會去迪士尼想夾全年證 3人行85折,,,,,,,,1,1
想問declare咗major 係咪只要未開始讀就可以轉其他,Thankssss,"Add drop 轉得官方最後一次轉係year 4 sem 1, 不過我自己試過寫信year 4 sem 2 minor轉major未讀晒嘅additional major唔會自動幫你轉minor, 所以要自己計好啲course嚟declare",只要係 add drop 就轉得(純粹就 portal 而言),2,4,,,,,
搵到check grade大法，但d code唔同曬,Pm thx🙏🏻🙏🏻,,,,,,,,9,412
Blockchain side project,pm plz,pm,Pm cs and blockchain background,1,11,,,,,
econ1210 A range source for se,econ1210 source $100 for sell,,,,,,,,1,1
__,好L仙wor...ps男層,何東好唔好住,,,,2,30,想sem 2 latecome,,
Techathon form group,Pm,Pm pls,Pm,1,10,,,,,
LSKH十樓啲人好顛。。。,真心正既😂,D jai jai幾正,其他Hall學下野啦,3,6,,,,,
__,有econ1210， geog1003，poli1003求econ1280，soci1001，caes1000 or acct1101,pm,,,,315,1055,互相交換sources區,,
Sem 2 Canada exchange,有冇人Jan-April 2022係Canada Sherbrooke exchange? 想揾人一齊玩,,,,,,,,1,1
Jennifer Eagleton,爛grade +3,爛grade +2,請問可唔可以分享下最後咩range,3,6,,,,,
有無人ey academy已經收到offer,yes just received,what time?,,,,2,6,,,
MTR GT,Yes,Video in + written?,做左個online test,2,7,,,,,
Shisha/chill drink tn,shisha now? i can go out now,So boring…,無聊到死,1,8,,,,,
31 staycation count down party,Lmaooo indeed,aCcuRAte,4p,1,11,,,,,
"收Fina2320，fina2330，fina2322,",pm,2320alex?,,,,1,6,,,
有冇人報過MTR HR Associate program,好做唔做，去做hr狗？？,想睇下有冇ching可以講下有關written test 同 online interview嘅format 🙈,,,,2,2,,,
Ssmbreak有冇人無聊想吹下水識個friend,Pm,pm?,,,,2,14,,,
有冇人對玄學有研究/興趣？,有興趣未研究過 +1,pm,.,1,9,,,,,
幾時出gpa,你GPA高先期待啫💩,,,,,,,,1,1
有無ba 想trans socsci,同意,-.-,Ba 轉sosci 請問有咩意義,2,8,,,,,
sem break可以做咩,溫書操paper,咁嘅天氣梗係瞓覺,Hku有冇partime番,2,7,,,,,
ECON1210 MWT3,no me 52 pass,有冇人pass左但照揀重考,我諗應該係,1,13,,,,,
邊度睇CAES sub class lecturer?,請問喺邊度可以睇到CAES sem2每一個sub class嘅lecturer?,,,,,,,,1,1
Econ1210 calculation tools,Pm if you need 🙏🏻,,,,,,,,1,1
KPMG winter audit,mee,🙋,Hi 請問有冇人一樣28/12 onboard? 可唔可以pm有啲嘢想請教吓🙏🏻,1,3,,,,,
賣aptitude test question bank,push,Push,pls tg：kct23,2,17,,,,,
Sem 2 Capstone intern洗唔洗交學費？,"Sem 2 full time intern, 如果要交想問下係咪交足咁多？",,,,,,,,2,1
Nlsft可唔可以借多過學費嘅金額,想借多啲錢去exchange 最多可以借幾多錢？,,,,,,,,1,1
有無人join volleyball club,想學,pm plz,Hi pmpm!!,2,5,,,,,
Acct 3103,pm,pm,dm please,1,13,,,,,
ECON1220 Calculation Tools,I have calculation tool as well. For sale at very low price. Pls pm if needed,,,,,,,,1,2
KPMG winter internship audit,Hi 唔好意思，有啲嘢想問吓你，請問可唔可以pm🙏🏻,係,你都係一樣？,4,46,,,,,
女追男好困難😔,上年我都遇到同你一樣既事，不過我係男佢係女，本身想christmas 約對方但同對方whatsapp 之後發現佢條件好好覺得自己襯唔起人唔敢約，不過之後日日都好sad 好後悔😂我覺得如果你真係對個男仔有好感可以試下約佢出黎 唔好比自己後悔，就算佢reject 你起碼你都試過 good luck💪,屌你都唔關你事，你又覆？屌你還屌你，你繼續有你嘅生活,加埋我就唔係由一人定義,3,100,,,,,
收psyc1001pysc1004source+ebook,pm,pm,1004 A grade source pm,3,10,,,,,
"收 Comp3329,3320,3322 source.",pm,pm,Pm,1,4,,,,,
sem1 gpa released date🙏🙏,冇,有咩faculty出左？,"Suppose u will receive an email from your fac for the release date, my fac have alr announced the date and is 14/1",4,12,,,,,
⛑,Thx🙇🏻‍♀️,我覺得Wesley幾好,Thx🙇🏻‍♀️,2,6,,,學校clinic邊個醫生好?,,
Ccst9027 pp,Pm have,On99,問過好多讀engine嘅男仔frd都無🙈🙈想問下有冇人有啊>.<,1,3,,,,,
2nd major social work,真Sowk冇得2nd major得degree,唔得,placement咪最大考試,8,9,,,,,
HKU 單身talk~non-single勿入,Pmm ?,pm! yr1 business ba~,pm,2,76,,,,,
Busking 招人,Vocal here好想去busking! 睇下組唔組到隊🤣,,,,,,,,1,1
Civl 2103 幾多分pass,100,exam衰咗,,,,1,2,,,
打左針未,Thx for reminding!,佢話CEDARS會有discounted 賣,冇get錯,2,10,,,,,
25th 識人刺激Christmas party 🎄,Pm,Any exciting sex game,,,,2,13,,,
科創比賽組隊,唔expect你一個人短期內整到個app出嚟 但係個app係最終個目標,有需要 整個app係最終個目標,唔使interview，details可以whatsapp傾,2,7,,,,,
☺️,Haha 互相学习啦,pm!不過我普通話真係好難聽🥲,,,,2,18,搵一個想學普通話嘅朋友,,
讀完1210記得reg 2280拉返,Real heart Leng grade,"A range 咗, surprisingly",Acct1101超易a range,6,14,,,,,
CCGL9042 Grade Distribution,A,moodle,Where to check,1,5,,,,,
Sem break學新嘢～no-code course,"又到sem break, 有冇人有興趣join個no-code既course？你可以唔洗識寫codes，陣係用no-code tool (bubble.io) 去build個App！我地係nalfe, HKU idendron 既startup, 宜家搞緊個免費既bubble.io course 俾Kong U人join！日期：28/12, 30/12, 3/1, 5/1時間：16:30 - 18:00地點：HKU idendron內容：Front end, Backend, API, Database截止日期：26/12如果有興趣，可以填https://forms.gle/r2ky1qN9Nkh6DqjT9報名！有咩想知都可以搵我 IG：karina_journey_",,,,,,,,2,1
make up exam study group,咁快出咗 make up exam schedule?,study tgt for make up exam? Dm me to know more,,,,1,2,,,
低價放 ECON1210 CAES1000 textbook,"平放 ECON1210 Modern Principle of Microeconomics, CAES1000 Academic English Skills for Success, 有意 PM",,,,,,,,1,1
Math course 幾多人有A range?,一半,,,,,,,,1,1
Starr Hall 啲人係咪全尻部都唔洗考試,快啲報警啦，睇吓報警有冇用,含啦7starr,晚晚麻雀9叫你係咪以為人地唔知 7少陣啦傻閪,4,21,,,,,
__,漏咗填一題mc fml,"今日份卷對大家嚟講難唔難？利申做唔曬又好多唔sure, 哭撚咗",,,,1,2,Acct2102,,
咩科first hon最易,CS,Civil,有得諗,2,7,,,,,
崇德青年社,但其實系玩d咩😂,佢仲招梗莊 你覺得呢,見有仲有招莊promotion，想知其實呢個莊玩咩，伏唔伏？好似唔見Facebook ig嗰d,3,,,,,,
Engine pass 分數,真,Yr1? 😂😂 要50%就成班F晒啦,有d考試 2 30％都pass😅 你新人？,1,7,,,,,
Private Thai language class,"pm, interested",Pm,,,,2,17,,,
Yr 1 識人過聖誕同温書,up,You need to press the tick on top right corner,Yr1 Ba BFin,4,90,,,,,
FBE exchange 韓國gpa,請問有冇人知fbe exchange 韓國高麗/首爾大gpa幾多先去到？,,,,,,,,1,1
求CCST 9016 Exam source!🙏🏻🙏,Have pastpaper on exambase…,yes,Pm,1,6,,,,,
補考gpa洗唔洗計一半？,B,成班傻系😂,計1%,2,5,,,,,
想知elec3342 幾低分先fail,咩叫60分,60分fail,好難,1,3,,,,,
BIOL1110,how many mc? will deduct marks for wrong answer?,,,,,,,,1,1
ELEC2441 試後討論區,冇背到,加一攞d夠,呢科幾多% pass 我攞個D就夠,1,5,,,,,
有冇得快啲睇到今個semGPA🥲,我會 多謝,下sem努力,真,2,9,,,,,
__,Me too,想apply sem2 latecome too,點樣latecome,1,6,,,latecome!!!!!!!,,
收Fina1310 resources🤝,pmed,"Have, Pm me",,,,1,3,,,
大家屋企人點睇自己拍拖￼,中學拍拖母上超級反對；而家yr1 開學幾個月，佢問我點解未出池。,A0 想知,,,,1,2,,,
COMP3322 exam,So easy,dai gah hao sing dim?,,,,2,2,,,
Online teaching仲值唔值得去exchange,可以trans走啲爛grade course避免爛grade，減低學習壓力，仲可以搵翻份intern做下,整好study plan其實year 4去都冇問題啦，virtual exchange同之前幾個sem有咩分別🤡,,,,3,5,,,
__,ok ah!!!,冇住hall,hall大把人食啦,13,35,,,考試前，想食下shisha,,
Major ISA 難唔難,想知有無technical嘢,聽講吹水,IIIMT courses 會唔會爛GPA？,2,3,,,,,
想收CS 全個syllabus 嘅source,想要,Pm,想收CS 全個syllabus 嘅source,1,3,,,,,
