参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
畢業袍一問🙏🏻🙏🏻🙏🏻😭,🐏,gownrevolution（三百幾,😔,請問係邊度有？係咪700蚊嗰啲,😫,買到,1,4,,,,,
TLS 3071,🍓,有冇人讀過？覺得點？,,,,,,,,,,1,1
遲十分鐘退宿使唔使罰錢,🐜,會打俾媽咪,😬,聽日幾點前退？,🐆,點解要遲十分鐘,1,3,,,,,
大家暑宿去nhall會唔會運埋🀄枱入去？,🐁,聽講黎緊會有個RO專係打蛇,🐏,冇事既！,,,,,1,2,,,
4月普通話試出成績未,😘,B3 1/F 30,⛹,office hour walk in即可,,,,,1,10,,,
有冇ESDC人！（英語研究及數碼傳訊）,火腿通心粉,想問下佢有冇宣布second interview嘅日子 🙏🏻,🍵,有冇建議reg邊幾科易靚grade🙇‍♂️,😷,要,2,23,,,,,
幾時退返ielts錢,😖,一批批搞 冇咁快㗎,😊,Apply 咗成個月了🤕,,,,,1,2,,,
有無人都去蒙古？🤔,🍾,就係覺得自由行少機會去到先跟edu去😂,🍾,so sad,😱,決定自由行,1,5,,,,,
我陣係頂唔順姜雪啦 😫,🐲,勁似玩candy crush😂😂,🐲,佢成日講lovely😂😂,🌼,"肯聽佢講書, 真係學到好多嘢👍🏻",18,30,,,,,
幾時出gpa?,⛹,睇school calendar,,,,,,,,,,1,2
暑sem hall result 唔係今日出咩？,🍹,女 有二人房換三人 6week,🌻,可再加🙏🏻 有意pm,🍶,10weeks,2,13,,,,,
嗚嗚嗚 點解EdU成日比人笑垃圾,🍋,攞呢啲比…,🙌,同樹仁恒管比我地仲未係最垃圾,🌞,其實都係。但而家咁渴市，好可能碌得入。,1,8,,,,,
暑sem 男 三人房想轉二人房,crycry,Pm,🍞,暑sem好似得N hall?,🍞,N hall,1,4,,,,,
日文！JAP3 開班了求快來人Reg🥹🥹🥹,🌭,讀過 幾開心,Mushroom1004,仍然差2人😭,🌻,開到未,3,5,,,,,
有冇人想一齊係大埔租屋,🎍,想,Hiugiu,男定女？,,,,,1,2,,,
有冇人想合租村屋？,👱,Pm,👹,p m,👹,有意 同問,1,12,,,,,
其實換hall點換的🤔,百香QQ,雙方都要check in左分別向各自嘅hall拎表申請,🍳,有見人換到,🌿,我唔知道呢度嘅人係咪真係換到，我係打埋電話去SAo問，send埋email，但係最後都係唔得，所以delay左accept嗰Offer，最後sem1無hall住🥱,1,7,,,,,
今個sem幾時出gpa,👱,21/6,,,,,,,,,,2,1
想知有冇PE仔係bi/gay，未有另一半既🙌🏻,👨,瘦底~ 唔算排骨嘅,🍪,有冇肌肉阿🤩,👨,Gay +1 not pe boy,1,7,,,,,
GEM1002好唔好讀？,🐤,可唔可以講多啲？點解好讀/唔好讀？,🍙,唔好,🐍,好讀,2,3,,,,,
如果reg少過12 credit會點，有冇處分,🍒,正常程序要申請（電郵解釋），但如果實習學期／Final Year 就唔使,🌺,睇你剩幾多科未讀而定,🙌,試過9cred 冇人問我,1,12,,,,,
垃圾Eduhk系統,👨,技術上唔係「系統出錯」，係「人為」set 錯嘢，然後賴系統出錯,🌿,竟然有講對唔住？😅,🐎,真,3,4,,,,,
⛄️,🐺,💌,😨,Pm,,,,,5,,放INT2065,,
有無準畢業生想係大埔合租,🌱,我都想,🎅,我想🙋🙋,🌭,2個？,1,7,,,,,
收SED3002,🙇,就黎讀唔切,🙇,推🥺,,,,,1,2,,,
文學創作Chau man lut 好唔好,你條粉皮,Chau Man lut 5g,你條粉皮,你寫文前多睇多吸收，仿寫，撇離lun味就ok王良和教佐好多年，一眼可以睇穿篇文。施嘅老師都係佢,🐢,咁有冇人知施偉諾係咩風格🙏🏻,2,14,,,,,
SED4072 04E想轉05E,🌬,push,菜好吃,有無朋友仔可以出🙏🏼🙏🏼🙏🏼唔該曬🙏🏼🙏🏼🙏🏼🙏🏼,,,,,1,2,,,
有冇gay住JC！要真gay,😐,推一波,😐,😂😂😂,🙇,你嚟錯地方留comment,10,,,,,,
放SED 4072 05E 有興趣嘅請自出價！！,菜好吃,p m,🐚,Pm,🌱,Pmed,1,6,,,,,
有冇人有GEL1003 / GEL1008(01e)?,👱,仲有冇🙏🏻,🍉,you pm me,🍺,Pm,1,4,,,,,
final yr開始搵工？穩成點？,🌹,fg無咩選擇權 係等6月😢,🍞,但份筍工請咗其他人唔肯請你自己都冇計㗎,😱,或者老師同學校關係唔好,2,16,,,,,
有冇人會放gel1008🙇‍♀️🙇‍♀️,🌲,放星期一晚嗰班,👸,Pm,😹,hi,4,7,,,,,
90297（CHI3617）,ITaylorI,收90297，放90298,,,,,,,,,,1,1
想問tls3005點樣,🐚,hello pm,冬冬冬,想要呢科，可以重金收🥹,👸,咁呢個伏唔伏？,1,9,,,,,
SED4072  03E轉05E,菜好吃,pm,🙄,Push,🍷,Pmed,1,8,,,,,
TLS 3005 or TLS 3056 靚grade啲？,😄,TLS3056 A- workload大 但認真少少就靚grade,🍰,margret kill,🐂,Tls3056 ng cheuk wing margretTls3005 zhan ying,1,3,,,,,
CHI3617 02C想轉01C,大肥N,🙏🙏,🐆,Push push,大肥N,🙏🙏,1,9,,,,,
🐣,🍡,有冇人放CLE2254 02E?,,,,,,,,,CLE2254  04E想轉02E,1,1
GEM2045伏？,🐧,想知+1有冇大佬讀過,,,,,,,,,,1,1
收GEF 1049,👮,可薄酬🙏🏻🙏🏻🙏🏻等救命,,,,,,,,,,1,1
MTH 1025,🐉,你認真讀少少就靚grade,🐉,好輕鬆 做下一兩份asm exam寫答案full mark,🐺,我4年前讀了 應該唔準😂,1,7,,,,,
收TLS3055 01E,🐆,push,🐆,收TLS3055 01E 可薄酬,,,,,1,2,,,
收拎A TLS 3005 essay 350HKD,🐨,pm,😰,🉑️加價,,,,,1,2,,,
GEL 2013好唔好？,大肥N,好,,,,,,,,,,1,1
LIT 4021冇Lit底好讀？,😾,推,,,,,,,,,,1,1
收 A grade EDA3135 價錢可議,Wie,已pm,🌜,pm,🍹,450HKD🙇🏻‍♀️,1,3,,,,,
重金求CHI3617,Ahahah,想要01/02,,,,,,,,,,1,1
GEI4007好唔好讀？,華山張國榮,不過add drop period 都計attendance，留意返最後夠唔夠八成,華山張國榮,Group presentation 揀一個學校harassment case研究成因，essay 可以用返同group差唔多嘅（甚至一樣，但你要改少少）case做，用sociology / law / human-right perspective 寫預防機制～幾有趣，都算易讀,KELLYyyy,课程简單,1,5,,,,,
想問下GEI 4004 Ocean Story好唔好讀？,🎃,Workload OK， 不過未知個grade,🎃,啱啱讀完，佢笑面虎嚟㗎？,🐼,Fok fok fok,4,12,,,,,
求90299（chi3713）,🍅,我有90299，但同另一課time clash左，求90300，薄酬,,,,,,,,,,1,1
有無人知畢業證明信幾時會收到？,👸,六月頭會唔會有？,🙄,大約六月啦,😫,lm,3,3,,,,,
Gem 1035 Search of narrat易讀嗎？,🐨,要出去自行搵義工服務做嘢,🎄,Leung wai kit dicky,,,,,1,3,,,
Cle 2223 中文增潤三 大概係讀咩,😸,口語匯報,,,,,,,,,,1,1
degree work入面un-used courses係咩,🍂,要问下course registry部门，一般系可以较到free elective栏。,🐁,有無人知degree work入面 un-used courses個行係點解🙏🏼？讀多左一個同strand嘅gee course 其中一個想當做free elective 但dw入面落左去un-used courses個行…,,,,,1,2,,,
FYP收到咩成績？,🐸,咩事,🍵,屌都唔知叫唔叫得落個supervisor 做CV諮詢人,🍁,A,2,15,,,,,
EDA4101,🎃,我最後都A-左🤣🤣,🍨,Pm,😓,Pm,1,15,,,,,
GEM1029好唔好？,😨,有 你可以約佢zoom,🐽,佢會唔會俾 consultation?,😨,唔知gem1029 好唔好，auchingpong 教就唔好lmao,5,,,,,,
收一份Gem 1002同一份GeL1003 source,😢,Push,😢,B至A range,😢,"收一份Gem 1002同一份GeL1003 source, B - A range, 一份$200",1,3,,,,,
換 Hall🙇‍♀️,🙊,Hello,🙂,Hi,🙂,Hi,1,6,,,,,
Csl 同 gem 有咩分別？,😶,如果讀咗一個csl 個名同一個gem完全一樣 咁可唔可以當做gem,,,,,,,,,,1,1
🌞,😜,要整MIDI 冇music 底會唔會好難？,,,,,,,,,有冇人讀過CAC3009?￼,1,1
🌝,👮,如果係major department會幫你下年pre reg返,,,,,,,,,想知道點樣reg番之前F左既CLE course😫感謝🙏,1,
🌻,🐥,本人：year2 WY Standard room唔介意roommate 夜瞓內向偏靜最緊要乾淨✨有意PM🙋🏻‍♀️,,,,,,,,,招女Nhall standard room roommate,1,1
有無人知點申請爆cred？想reg minor,🍱,得，我啱啱被人批咗,🐗,GPA唔過3得唔得？,😇,Email內容大概係點,2,4,,,,,
FYP係咪唔一定會寫返feedback俾自己？,🍅,email 問下supervisor,👧,等到出咗GPA但Turnitin 都係冇feedback，雖然唔打算appeal但都想知點解B-🤡,,,,,1,2,,,
TLS嘅Margaret Ng俾grade點？,⛑,Pm,👰,個人而言 maragret 係熱心 但係比分就真係 kill,😲,killer,2,24,,,,,
扣晒地址分仲有冇得救,芝麻湯圓世一,最壞打算出去租屋🫡🫡,早抖啦,住離島一下子比佢扣哂,🕵,💀💀💀🫡sad,3,26,,,,,
Final Year：大家拎咩Hon,🤓,有冇人唔過 2？,🍡,3.1XX,,,,,1,2,,,
TLS3008 靚grade?,Wie,dm,😇,pm,🍁,都靚grade!,1,12,,,,,
GEL1003 伏唔伏,🍨,"pm, thank you",👴,工作量還好？睇你肯為呢科付出幾多 如果你hea做真係可以好hea,😰,要上幾多堂？ 工作量應該細 ？我見上面,2,27,,,,,
想問下TDS出左result 未,🦃,同問,,,,,,,,,,1,1
second-hon係幾多分,🐙,Grade Enquiry,🐙,BEd 係,👻,係邊度會知道自己係pass定係credit抑或更高成績？,1,10,,,,,
女， 想要hall a sem 1,😒,女有宿舍：Hall C類型：sem 1 budget求宿舍：Hall A類型 : sem 1 standard /budget 有意pm🙏🏻🙏🏻🙏🏻,,,,,,,,,,1,1
女 想Hall A 三人換去Hall C🙏🏻有意PM🥹,😇,請問搵到人換未,🌭,有Hall A 三人 想換Hall C三人🙏🏻🙏🏻🙏🏻🙏🏻,,,,,1,2,,,
Grad class放GPA等待區,🙇,上年申請defer咗1年，今日要接受畢業呢知事實,🐴,有冇快link？,,,,,1,7,,,
想問EdU nonjupas 而家去到咩情況？已經收晒？,🍇,有啲人收到其他u嘅offer就可能唔要edu offer,🍇,等下年啦利申：過來人,🍇,Second round純粹撚狗 EDU實際行緊先到先得+大抽獎你執輸行頭就冇得救,1,5,,,,,
想問second hon EDU有冇細分寫係成績表？,😩,Thank you,🍅,會分second upper/lower,😩,即係會唔會分second up/ second low 定second 就second? 🙏🏻,1,3,,,,,
degree work 開唔到,😩,要朝早處理完啲Data 先開到,😩,每年都放Grade 嗰晚唔入得,🍁,same same,1,5,,,,,
搵hall c budget roommates,🐈,一點前訓唔好太吵乾淨衛生無不良嗜好,,,,,,,,,,1,1
如何使用i search,唔好周圍望,📷,🐂,㩒左check online resources，都係冇顯示可以睇到本書，求各位大大幫手解決,,,,,2,,,,
Eng3416好唔好讀？,🌻,lm,🍫,內容好難？,🍌,B-,1,4,,,,,
🍎,🍋,Lm,🐄,幾時先知Clearing round offer？同埋係咪好細機？,,,,,2,2,Clearing round,,
GEL1008有冇人讀過？￼,😱,不過有好grp mate好緊要,😱,認真讀B+,😱,Ok啦 唔係太鬆,3,15,,,,,
jc 換hall c三個房 pm我,VIV,女仔呀,VIV,女,VIV,男定女？我WhatsApp你？,1,16,,,,,
iwork出糧,🙉,"yes, 封信係關於強積金?",😄,想問係咪會自動過落自己個戶口度？唔知點解之前學校寄過封信過嚟,😅,月頭好似7號左右會出到,1,4,,,,,
大機構保x局/東x三x/仁濟xx，幼師見工考唔考英文能力？,🌾,我並非DSE果批，我係出左社會做野好多年後，再投身幼兒教育想問真係係大機構in過幼師既人，當時interview既情況係點，未知有冇人可以分享？,🙁,真心答你 你冇DSE 22222係最少應該要retake先唔好講你連degree都未有連DSE咁基本嘅要求都meet唔到 咩僱主都會擔心你可以照試 但係唔代表你可以對自己冇要求,,,,,1,9,,,
男Hall C std wy 想換JC😢,😪,Hall C 三人房全年想換JC 全年加錢另議🙏🏻😢,,,,,,,,,,1,1
今年沉浸南京團jm9？飛機上reg科？,😴,10:30reg科，但10:25飛？有病？,,,,,,,,,,2,1
今年有冇得調房？,😑,感覺無,🌝,派左hall 想知今年有冇得調semester,,,,,1,2,,,
Nhall 洗衣房停水停到幾時啊~冇出通告嘅！,⛑,Yup,🐪,真的嗎？😱😱,🐪,咩話？Nhall冇得洗衫？,1,4,,,,,
想問下GEI4011好唔好讀？,😳,如題，冇post講過。有冇人讀過？唔該晒各位🙇‍♀️,,,,,,,,,,1,1
GEL 有咩靚 grade course?,okp,A-,okp,1002Simone,🐈,push,1,4,,,,,
PE仔世一,👮,梓祈佢帽事嘅🟢,🙂,世一狗公🤭,😣,同感 但Gay既係咪好少🤭,3,36,,,,,
收Psy2050 source,🤔,Pm pls🙇‍♀️🙇‍♀️,😣,pm thx🙏🙏,😈,Pmed,1,15,,,,,
有咩黑校千企唔好揀,🍨,例如？,🌿,竟然冇人講上水成堆黑店🤪,🐼,柒下柒下咁，你有咩咁巴閉仲要尊重你,3,19,,,,,
FM想問Hall B有無Drama匯演玩？,🍁,大名鼎鼎嘅國王你都唔識？來人啊攞拖出三十大板！🥱,🍕,中間個肥佬係邊個😂😂,,,,,2,13,,,
唔交學費係咪真係入唔到學校？￼,😏,訪客登記都得嘅,😙,Yes,🐀,係踢你出校,1,3,,,,,
sem2 幾時出grade？,😘,最後1年嘅就5月10號,🐥,21/6好似,,,,,2,2,,,
到底唔fulfill LER有咩後果？,😽,📷,🙏,1. 想要第一次教巴 2022-01-14中文教師與女生發展師生戀 7度在愛巢相見 涉非禮及求獻初夜 沒有使用避孕套下性交及後X再6度獲邀到被告家中，被告變本加厲，開始與X擁吻、摸她大腿，又曾問X可否幫他手淫，惟遭X拒絕。後來被告更脫去X的衣服摸胸等，亦進一步問X會否將初夜獻出，雖然X一度拒絕，但最終在被告重複要求下，與被告發生了性行為，期間X向被告表示不舒服及痛，但被告沒有理會，後來被告抽出陰莖，自瀆至射精，過程中沒有使用避孕多次說想要X的第一次X憶述，雙方發生性行為當天，抵達被告家後，對方即親吻她，之後更多次說想要X「第一次」，於是她便在半推半就下與被告發生性行為，事件被揭發後，被告更要求她不要透露性交事件。2. 巨腸溶化左教巴 2022-01-11已婚數學教師涉非禮女生 要求事主成情婦 發短訊稱：畀你溶化咗 被告在兩次性侵事件後，與X進行多次情慾對話，包括「你幾特同我含」、又傳送飛機圖像、「唔係個個有得食嫁，非常珍貴」、「我專長用手」、「雖然嗰次同你玩得唔投人， 你技術亦麻麻， 但其實已經好爽」、「上次條巨腸俾你溶化左」等等3. 乳頭打圈教巴 2021-12-02男教師手指在男生乳頭打圈判社服 控方斥枉為人師 上訴改囚8月 gay唔貼4. 有Netflix教巴 2021-11-22教師涉與15歲女生非法性交 到訪被告家被摸 事主：覺就要成情侶 上課外互發訊息控方開案陳詞指，被告為女童X的英語老師，二人從2018年12月開始在上課時間外互發訊息。由於X告知被告她沒有Netflix帳戶，被告於是邀請她到2019年1月13日到其家中看Netflix上的電影。首次到被告家被摸胸及私處當日X抵達被告家中後，與他邊吃東西邊看電影，突然被告探身吻X，又壓她在沙發上摸她胸部及私處，之後被告脫去二人衣服，一絲不掛地以身體互相磨蹭。事後X問被告為何要對她做那些事，被告稱因控制不了自己及喜歡她，要求X做他女友，而X同意。後來，X再到被告家中看電影時，被告又再摸X的身體，並且用手指插進X的私處，直至X叫痛。再三到訪發生性行為2019年2月中時，X到被告家中再看電影，被告撫摸X後，與她在睡房性交兩至三小時，事後雙方在床上聊天一會後，再次性交了一小時，期間被告沒有使用避孕套。5. 出糧造福教育界教巴 2021-10-29狎兩女童被判囚3年 男教師求情信稱造福教育界多年 官：有出糧 57歲男教師涉於3年間，多番在校內非禮兩名的女童，包括觸摸女童的胸，或隔著衣物，把其下體貼近女童的私處6. 壞哥哥抖音教巴 2021-09-01小學教師網上遊戲識女童索裸照 認犯案有快感及刺激感 囚32月 已婚小學男教師透過遊戲「第五人格」及社交平台「抖音」，分別結識兩名女童，他以給予免費虛擬遊戲道具，誘8歲女童女童傳裸照，亦與另一12歲女童談性話題，又教她拍裸照及傳送給自己。男教師早前承認促致未滿16歲人士製作色情物品等3罪，其心理報告顯示，他犯案時會獲得快感及刺激感，亦有發展孌童癖的傾向。法官認為案件嚴重，涉案女童年紀小，被告更嘗試約兩名女童見面，幸好二人拒絕，否則後果不堪設想，終判他囚32個月。以壞哥哥玩家身份認識事主案情指，被告與女童X均為網上遊戲「第五人格」的玩家，被告以玩家身份「壞哥哥」結識X，並要求X傳送裸照給他，以交換遊戲道具。X最終曾傳送5張裸照予被告，又將被告介紹給同樣想要虛擬道具的朋友。後來母發現X手機存有X的裸照，於是報警。教Z拍裸照時搓弄私處針對另一女童Z的案情則指，二人透過社交平台「抖音」認識，及後二人用WhatsApp交談，Z傳送了裸照給被告，被告亦教Z拍裸照，又教她在拍片時搓弄自己的身體部位。從二人的對話可見，被告與Z談及性話題，又遊說Z搓弄私處、乳頭及展示私處，更邀Z見面。7. 好朋友教巴 2021-08-17中史教師涉非禮13歲男生 事主造訪遭強吻 被告：好朋友的證明 gay唔貼8. 按摩教巴 2020-11-27男教師為16歲女生按摩 被裁非禮罪成 官斥肆無忌憚犯案囚6個月 屯門兒童院五旬已婚男教師涉嫌在體育課期間，藉詞替16歲女學生按摩背部，乘機伸手入上衣摸背及至胸圍帶，又疑在女學生做拱橋動作時扶著她的臀部。他早前就3項非禮罪受審，裁判官林子勤今（27日）在西九龍法院指被告明知男女授受不親，卻主動替女學生按摩，並且不必要地觸摸對方，裁定所有控罪成立。他斥被告在課堂上肆無忌憚地犯案，判囚6個月，但批准被告保釋以候上訴。9. 1日5次教巴 2020-11-27音樂老師涉非禮女同事 突吻事主手背和臉 提性生活稱能1日5次 音樂科外聘男教師被指在一個飯局中，涉突捉住一名已婚女老師的手背親吻又吻其臉，並問女老師與丈夫的性生活 ......,😐,📷,1,7,,,,,
有冇人去過universitat de lleida?,🐀,知唔知嗰度語言不通問題多唔多 同埋校風點,,,,,,,,,,2,1
畢業論文b-係正常定差？🥹,🤒,有得重做proposal即係方向至少唔會錯先。攞B一d都唔出奇,😉,拎B衰極有個譜掛佢三個禮拜都唔使瞓覺架?成個sem淨係讀一科都死啦,🍁,利申 搵data加寫用咗24個鐘 有D當贏,2,10,,,,,
幾時要quit hall,👶,6月頭幾日,🌰,5月尾嗰啲位,,,,,1,2,,,
借畢業袍,🐉,*租,🍭,好的唔該🙏🏻,🍲,想早啲影相可以自己去維多利亞校服公司借,1,4,,,,,
