参数1_文本,参数3_文本
天津斜塔,[中國智慧] 你講大陸任何嘢，我都講到中國點贏
"比躺平嘅西方國家
更有效清除不必要嘅物件
例如病毒",[中國智慧] 你講大陸任何嘢，我都講到中國點贏
"證明多大的困難除以14億
根本不成問題",[中國智慧] 你講大陸任何嘢，我都講到中國點贏
冇咗海參崴,[中國智慧] 你講大陸任何嘢，我都講到中國點贏
中国陸沉,[中國智慧] 你講大陸任何嘢，我都講到中國點贏
中国陸沉,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"氣象討論：2023年7月上旬
此帖文討論期：2023年7月1日至10日
【註】 氣象討論帖一般逢每月1日、11日及21日發出新帖文。 當新帖文發出後，或有颱風追擊帖發出，原有的氣象討論帖會隨即停用。 為使大家有一個良好舒適的瀏覽環境，請不要使用簡體中文貼文、提及力場或洗版，謝謝合作。
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
◤溫度術語
嚴寒 ≦ 7 °C
寒冷 8 - 12 °C
清涼 13 - 17 °C
和暖／稍涼 18 - 22 °C
溫暖 23 - 27 °C
炎熱 28 - 32 °C
酷熱 ≧ 33 °C
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
◤參考網頁
◆ 實時天氣照片：http://www.hko.gov.hk/wxinfo/ts/index_webcam_uc.htm
◆ 天氣雷達圖像：http://www.hko.gov.hk/wxinfo/radars/radarc_range1.htm
◆ 機場天氣預報：http://www.hko.gov.hk/aviat/taf_decode.htm
◆ 認識天氣現象：http://www.hko.gov.hk/education/edu01met_c.htm
◆ 各類天氣術語：http://www.hko.gov.hk/wxinfo/currwx/flw_description/flw_c.htm
◆ 各類警告定義：http://www.hko.gov.hk/textonly/explain/introc.htm
◆ 短期氣候預測：http://www.hko.gov.hk/wxinfo/season/seasonc.htm
◆ ECMWF數值預報：http://x.co/ECMWF
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏

▲ 實時天氣照片


▲ 本港分區氣溫／相對濕度／海平面氣壓



▲ 風向及風速／陣風／能見度



▲ 香港256／128／64公里雷達


▲ 衛星雲圖


▲ 熱帶系統",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"(香港)暴雨走廊－指大嶼山東北起，經荃青葵，擴展至沙田大埔一段，因西南水汽易受此一帶地型抬升影響較易有暴雨。靈感來自美國「龍捲風走廊」。以下為經典例子。


下圖為一分鐘風速標準，轉化至十分鐘標準（hko,jma標準）請乘0.93",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
平靜嘅西太lm,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
準時落大雨,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
西南有水龍捲,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"補link
https://m.facebook.com/groups/icwos/permalink/2607000386124371/?mibextid=Nif5oz",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
打緊風？？？,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
新界東末日feel,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"嘩
打到嚟喇",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
會唔會有大雨警報,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"lm
究竟今年香港風季幾時開齋",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
放假先嚟落到咁大,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"1/7 喎
不了",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"大埔暴雨
有遮都濕",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"上年都8號啦
大雨警報有咩所謂",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
愈遲黎料愈有驚喜。,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
我要求唔高 整個西北行正常TY 100km內南掠就夠,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
2020年海高斯：,【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"風圈細成咁 九龍完全唔似9號
果時市長仲係道",【氣象】（2023年7月上旬）受一道低壓槽影響，未來一兩日有驟雨及雷暴。預料一股西南氣流會為華南帶來炎熱及有驟雨的天氣。
"風圈細成咁 九龍完全唔似9號
果時市長仲係道",【歷史po】法唔法國。。。。
"唔好意思呃咗大家入嚟

呢個po冇嘢發現

今次開po係希望大家關注法國歷史問題

根據法國人自己發明嘅歷史，可以追溯到查理曼帝國以及同羅馬對抗嘅高盧人。但查理曼帝國同後續嘅加洛林王朝其實算係歐洲所有民族嘅共同祖先，真實嘅法蘭西另有起源，就係而家所謂嘅法蘭西島或”大巴黎”地區。




法蘭西島名稱由來有唔多嘅講法，有說係因為佢俾四河環繞，好似一個島嶼，而法國王室系譜就係源出於此。

王室嘅始祖為強者羅貝爾(Robert the Strong)，佢嘅家族來自比利時一帶，後來為西法蘭克王國(即加洛林王朝)效力，受封為曼恩公爵，成為封建貴族。

查理曼以後嘅加洛林王朝，隨住次級封建化嘅次第展開，王室嘅直轄領地逐漸減少。加洛林國王喺經過每代分封比自己嘅仔女家臣之後，最後直屬領地只淨低朗城一地，所以只被稱為朗城王。

而當時並唔止朗城一個國王，爵位亦都係唔固定嘅，呢個同封建主義嘅自由市場性質有關：

如果將封建領主當成係一個出賣武力同仲裁嘅自由市場，亦即係任何人只要夠勇武同公道，佢就可以得到相應嘅頭銜。

除咗爵位之外，中年紀君王亦都大多有個綽號，有啲係根據佢相貌特徵，例如禿頭、矮仔，亦都有啲係根據佢個人特質，例如虔誠者同鐵鎚。

如果你好打得，你就會好似羅貝爾咁被尊稱為強者，然後喺封建市場收到好多保護費。



羅貝爾就係喺對抗維京人同布列塔尼人侵略嘅過程當中，得到”紐斯特利亞國王”稱號，並獲得曼恩、安茹、圖賴訥
(今日法蘭西中部)等領地。

但國王嘅稱號並唔係世襲嘅，羅貝爾打仗唔夠多嘅子孫就得唔到國王封號，佢哋就叫自己做巴黎伯爵。",【歷史po】法唔法國。。。。
Strong post lm,【歷史po】法唔法國。。。。
留名,【歷史po】法唔法國。。。。
法蘭克王國三寶上線啦,【歷史po】法唔法國。。。。
法國你唔洗做,【歷史po】法唔法國。。。。
lm 學習,【歷史po】法唔法國。。。。
"會唔會講埋英國史
講法國史成日都會扯到去英國",【歷史po】法唔法國。。。。
之前玩刺客教條見到厄德伯爵同肥仔查理,【歷史po】法唔法國。。。。
查理曼最早,【歷史po】法唔法國。。。。
支持上個post 印度好正,【歷史po】法唔法國。。。。
英國史其實以前有人post過，你可以search 下毛豆腐巴打嘅post,【歷史po】法唔法國。。。。
我反而想樓主幾時開post講講北歐,【歷史po】法唔法國。。。。
"羅貝爾家族好打嘅名聲傳開之後，當維京人沿住塞納河入侵，一路搶劫修道院同城鎮時，巴黎嘅修士、商人同市民就決定搵佢哋幫拖。

強者羅貝爾之子厄德率領軍隊喺河邊起堡壘打走咗維京人，從此空降巴黎做伯爵。亦由於佢喺巴黎保衛戰中聲威大震，887年被推選為西法蘭克國王。

朗城王嘅權勢猶如流沙般一點點從佢指尖溜走，當查理三世被推翻後加洛林王朝更正式走向四分五裂。

大貴族重拾佢哋日耳曼祖輩選舉國王嘅權利，選出厄德為新國王。



但當維京人撤退後大貴族開始過橋抽板，反對厄爾。喺經歷六年內戰後厄爾被迫立查理三世為繼承人，厄爾死後其弟羅貝爾一世只繼承原有封地不稱王，改稱“法蘭西公爵”。

查理三世統治晚年，內訌重啟。羅一世被西部貴族擁戴為王，喺923年蘇瓦松戰役中打敗查三世嘅軍隊，但自己就戰死沙場。

羅一世女婿勃艮第公爵魯道夫接替佢成為國王，魯道夫死後無嗣，羅一世個仔雨果大哥(Hugh the Great)當時憑實力完全可以繼承王位，但佢選擇挾天子以令諸侯，由查三世個仔繼位。直到987年，加洛林末代國王路易五世駕崩，雨果之子雨果·卡佩被貴族同高級僧侶推選為國王，是為法蘭西王國卡佩王朝之祖。",【歷史po】法唔法國。。。。
,【歷史po】法唔法國。。。。
"到法國
俄羅斯開始睇",【歷史po】法唔法國。。。。
"卡佩嘅意思可能係聖袍（拉丁語：cappa），因為雨果·卡佩父親大雨果係圖爾聖馬丁嘅修道院院長。

卡佩家族有一樣嘢比人哋叻嘅就係佢哋有長子繼承權制度，呢個喺當時係一個好大嘅優勢，其他法蘭克諸侯依照日耳曼蠻族傳統，將國家當係王族嘅共同遺產，用分身家嘅方式去將國土重新分配。因此國界線同繼承權都唔穩定，呢個亦係加洛林王朝不斷衰落嘅主要原因。

卡佩家族將領土留比大仔，然後安排其他仔通過聯姻去其他領地或者去教會做教士。而長子除咗全數得到父輩所有領地，自己仲可以聯姻同其他手段不斷擴大領土，如是者卡家勢力越來越大。

卡家當選國王嘅時候，法蘭西島仲係一塊地形破碎嘅領地，比起周圍嘅大公國如諾曼底遠遠不如。但就因為法蘭西公國嘅內部政治嘅高穩定性，所以被各大貴族推舉為王。

於是西法蘭克王國就從此成為法蘭西王國，就好似漢中王劉邦以漢作為新王朝嘅朝號，法蘭西人亦好似漢人咁成為咗一個民族嘅名稱。",【歷史po】法唔法國。。。。
"卡佩嘅意思可能係聖袍（拉丁語：cappa），因為雨果·卡佩父親大雨果係圖爾聖馬丁嘅修道院院長。

卡佩家族有一樣嘢比人哋叻嘅就係佢哋有長子繼承權制度，呢個喺當時係一個好大嘅優勢，其他法蘭克諸侯依照日耳曼蠻族傳統，將國家當係王族嘅共同遺產，用分身家嘅方式去將國土重新分配。因此國界線同繼承權都唔穩定，呢個亦係加洛林王朝不斷衰落嘅主要原因。

卡佩家族將領土留比大仔，然後安排其他仔通過聯姻去其他領地或者去教會做教士。而長子除咗全數得到父輩所有領地，自己仲可以聯姻同其他手段不斷擴大領土，如是者卡家勢力越來越大。

卡家當選國王嘅時候，法蘭西島仲係一塊地形破碎嘅領地，比起周圍嘅大公國如諾曼底遠遠不如。但就因為法蘭西公國嘅內部政治嘅高穩定性，所以被各大貴族推舉為王。

於是西法蘭克王國就從此成為法蘭西王國，就好似漢中王劉邦以漢作為新王朝嘅朝號，法蘭西人亦好似漢人咁成為咗一個民族嘅名稱。",一二三四嘅發音邊到出現先？
