参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
Mpa 4001 Internship,🍿,Ys,🍿,G5 maybeDetails ask prog ip kimho,🍿,Seemsno,1,15,,,,,
有冇人仲未收到27號ilp form,😡,"Oh, 咁睇怕要等多幾日",🍩,問咗佢話未收到個度嘅attendance list,😡,或者要send email 去追問下,1,5,,,,,
想揾人玩大富翁,😃,Pm,🐆,Pm,🐅,pm,1,20,,,,,
想問暑假報咗intern仲有冇時間報一堂暑sem,😰,Thxxx 咁我係咪可以reg住先 如果intern時間full先再drop?,😎,應該睇你intern要求，如果係要你兩個月內返完或者一個星期要返3/4日，基本上冇時間返summer term,,,,,1,2,,,
💁,🎄,中國人咪扮，你打依句先唔係啲咩好人,💁,是但啦反正學生會代表會咩咩柒柒都唔係好人,🐧,辭左？,8,9,,,有冇人最近見過胡卓軒???,,
🌚,🐐,Pm🙇,🐵,佢&呢科靚龜,🤓,Realll 唔明點解咁遲先send🫠（比佢玩嘅人+1,1,13,,,ENG3009 有冇Ching讀過,,
SOC2101求救,👷,之前present試過俾佢搵啲刁鑽位問,🍺,同問，想知essay有啲咩要寫,😐,點解？佢好伏？,1,8,,,,,
Password test 一問,🤓,同問,🍁,安安落落等畢業就得架啦，除非你想考埋個ielts,🍘,Me2!,2,5,,,,,
專業學術論文 功課 Online考試代做服務,👲,"專業學術論文 功課 Online考試代做服務Easy Essay HK係專門為香港大專/大學學生提供功課、論文、考試專業代做服務。我哋嘅特色：- 大量不同科目導師，冷門科都有得做！- 接受急單，為急切需要服務的顧客提供最快的服務- 交貨速度快，一般文章可數小時內完成- 高質素保證，導師具多年經驗，靚Grade冇難度- 免費修改，每份作品均可享有合理程度範圍內的免費修改服務- 每份功課均附設免費Turnitin Report, 保證最低Similarity- 專人服務，以最快的時間回覆客人信息- 悉心指導，其他學術/升學問題均可免費諮詢我哋嘅導師畢業自各個大學，來自唔同科目，多年經驗，專心用心對待每份功課👍🏻Online考試代做服務- 科目不限，Online考試冇難度👍🏻- 團隊人數多，保證每個日期時間均能提供服務- 高質素保證，每份考試平均由兩位導師同時指導- 交卷時間快，等你有更多嘅時間去整理答案👍🏻**本店不設任何實體考試代做服務**即刻聯絡我哋啦！WhatsApp: https://wa.me/15183193559Telegram: https://t.me/easyessayhk",,,,,,,,,,1,1
Hall F 許同學你跌咗銀包,🐎,交咗俾地下保安，下次小心唔好跌啦,,,,,,,,,,2,1
LUE 4003 Reflection,🐆,垃圾廢j睇左guideline都唔知寫乜好😥,,,,,,,,,,1,1
求LCC2010 Go Chinese 答案,🍷,Pm,🐺,Pm,🙌,想知5.2 ans,1,5,,,,,
Minor讀咩好,😂,明白，試下先,🐅,可以*,🐅,如果試讀intro先,1,39,,,,,
Summer exchange 相認區,oooyy,here,🍠,韓國SNU？,🍡,Pm?,10,,,,,,
Scholarship selection 面試,⛄️,無in 都有,🎃,有冇人in過但無scholarship？,🐋,有會一個星期有 無就無,1,4,,,,,
Yr1 Sem2需要找advisor同lock plan嘛,🍤,你宜家係要lock yr2 既plan,🐄,應該一年淨係lock一次就夠,🦁,言身寸,1,3,,,,,
為咗減少戴/除二元對立,😏,政府決定推出除罩令,,,,,,,,,,1,1
求一本LCC 1010書,sodry,Hi https://telegram.org/,👸,實體$50 有筆跡,🐦,Pdf$30,4,,,,,,
加拿大exchange,🌮,有冇sem 1去魁北克UQAM🙌🏻,,,,,,,,,,1,1
CLD 9026好唔好讀,🍕,比你帶張嘢入去就知唔係搬字過紙就得 要你自己溫熟先識答架,🐩,Midterm final都可以帶一張note考 但係真心要用心溫先可以A range 正常就B range 我會話佢唔係派grade科🤣,🐩,上堂係真係有趣 但係覺得比分嚴格 唔差但係亦都唔唔容易靚,1,3,,,,,
ILP個reflection 有無話要寫幾多字？🤔,🍪,佢有限字數Range 的 總之交到就得,🌞,又fake人定睇錯咗？🤣,🙍,見完Angela yuen 寫咗140🤭,1,17,,,,,
8011 midterm要點温,🍫,咁溫,🍫,Tf有midterm？？？,,,,,1,2,,,
BUS2107 MT,🐐,幾時mid-term,,,,,,,,,,1,1
TRA3227 tutorial,🍂,應該yes,🤑,Push,🤑,Push,1,5,,,,,
一人一個賊仔,😜,北宿6樓,🐭,Hall e ida,🍝,Hall A Mancy,1,14,,,,,
講好嘅繼續戴罩呢??,👮,戴罩都要從眾🤧,😣,存貨大把我用埋先唔戴,🎈,我見到大部分人都戴,3,6,,,,,
有冇人有S&P capital IQ嘅account,🐱,我上次兩日就有,🐊,li兩日要用 但係今日先知佢要5個工作天去approve個account🥲🥲定係其實唔洗咁耐,,,,,1,2,,,
Scholarship interview,🍃,Which section are you in?,🍃,Seems have different rounds,🐤,哭爸,1,12,,,,,
返到學校發現個個戴 上tut唔戴比人望,😾,10人tutor 有3個人無戴,⛑,理得佢!,,,,,1,2,,,
lue 3004考場同時間係咪照住自己既timeslot?,burh,6號考reading 同listening 但係我星期一冇堂所以諗緊究竟喺邊度的幾時考,🐐,唔係去返平時上堂嗰度咩？,burh,*mid-term,1,3,,,,,
🐜,🎂,想問吓gym唔係圍住部機排隊嘅話，應該點樣排隊？,🎃,Asso仔就先健腦啦 學咩人健身,,,,,40,88,覺唔覺應該要捉gym房啲asso仔去集中營？,,
有個男仔打印完野漏左係度唔記得攞返，PM我,😇,PM,,,,,,,,,,1,6
Summer exchange加拿大,🍂,好呀 pm左你 😙,👹,"Hello~你會唔會join星期五個briefing session,可以認識下🤣",🍂,hihi 🤣,2,4,,,,,
"FYP 問卷差200, 求大家幫幫忙🥺🙏🏻",Selye,多謝你做到最後🥹,😓,done 長的確幾長,Selye,我仲差60個就夠數喇，跪救大家幫忙😭🙏🏻,3,25,,,,,
TRA 3209 form group,👨,有無吾做service-learning 想一組? 🤣,,,,,,,,,,1,1
BUS2206 CRN:59 分組,🐽,pm,😱,Pm,,,,,1,6,,,
BUS1104,🗿,Section 1 take唔take attendance,,,,,,,,,,1,1
有冇vis/daci討論po,🍥,同埋好小圈子 基本上會問frd唔會上forum,🌚,見上堂幾多 但好似唔流通咁,😅,係好少人讀,1,4,,,,,
Exchange credit transfer 一問,🍭,係，前提minor dept 批，但應該唔太可能,😞,如果minor 5科都喺exchange讀，但exchange唔計GPA，所以求其讀都可以完成minor？,🐕,冇上限,1,16,,,,,
CCC 8014 present Laozi,😨,Thanksssss a lot,🌱,唔好咁,🌱,師兄我收500,1,9,,,,,
有無人個ILp form 開極都error？,🐨,終於send番個正常ge,⛑,same仲以為得我係咁,😭,Same,1,13,,,,,
頂唔順條女,😇,老公 我唔講戇鳩嘢,ppnarak,自首啦你,ppnarak,on9 報警,1,15,,,,,
Minor double counting一問,🍋,可以,🐭,讀一科CLD SL可唔可以同時fulfill CLD clustet 同SL?,😗,除非你係用free elective 嘅quota去讀major 科,2,9,,,,,
今個sem大家好似無咩讀書氣氛,👽,面皮夠厚 努力討好 總有人上當,😗,真,👸,5，6，7？,1,15,,,,,
好少聽人講嘅major,🐗,大愛tobby,🐐,"Postgrad用嚟洗底啊嘛, 佢哋由支那嚟我嶺讀pg咪等於我嶺local去三大/外國讀pg",🍛,Postgrad基本都係NDS,1,20,,,,,
TRA3227 Assignment 2,💂,同questions 個D,💂,Add metaphor,🍝,有冇人知add figures要點做？,1,3,,,,,
一人一個lingu有氣質嘅男仔,😡,識貨,🐳,Socso Derek Ma,😥,whc ivan,6,58,,,,,
😵,🍁,打機好激動 唉呀妖食翅係咁用氣音連環攻擊周圍人都算 仲要唔靜音 鏗鈴哐唥咁 唔好咁自私啦,,,,,,,,,係圖書館打機就帶耳機啦,1,1
Cle9022使唔使take attendance,😺,But next week starts to have leading discussion,😺,No,,,,,1,2,,,
Prof. STERK Darryl 石岱崙,😏,我都覺。。。,👹,佢個人有啲怪怪地,🐧,都得 上堂主動的,1,13,,,,,
一人一個大隻佬,🍯,WHC Ivan,🍰,定係小拳石,,,,,1,13,,,
請問今日5:00-6:00CELD既ILP,Ghghgh,求同🙇🏻🙇🏻,,,,,,,,,,1,1
係咪所有科少過70%出席率都唔俾考試？,🌵,有啲科唔計attendance 可以照考,🍾,😂😂,😈,course outline夠話唔比玩手機,1,5,,,,,
泰國exchange相認,ppnarak,Sure sure dm!!!,🍾,但*,🍾,不如加ig? 雖然冇得一齊去等都可以傾吓🥹🥹,1,10,,,,,
Counseling 信唔信得過,😻,利申見過學校兩個counsellor,😻,學校counsellor真係好好,🐿,可唔可以pm?,1,12,,,,,
lsip interview session 8入,😁,搞咩,🍣,是我啦嘰嘰,😯,6號你係邊😂,1,3,,,,,
痴線，原來Lingu finance人工仲高過Bu,😍,yr2 choose major 個陣會同你講,JCJC,我grad咗,🐐,有無最新揀major嘅gpa,4,30,,,,,
想學surfskate🥺,🍳,up,🍳,up!,🍳,有冇人玩過Any recommendations!!,2,3,,,,,
History minor入,🌬,Thx~,🌬,Ok!,🎂,你最少有兩個course要讀到兩個categories就OK其他唔理你讀咩 只要hst就得,1,5,,,,,
附近有咩餐廳好食？,👦,真之前買佢個鹽酥雞，凍到癲d皮又唔脆,😽,係冇嘅 m記都特別難食,🍙,同意,3,13,,,,,
放IELTS高分自學電子資源,🤑,大把免費資源,🍅,揾ielts技巧都有啦係咪on9,xxxxxzzyyy,點搵,1,8,,,,,
whc kam撚,👽,乜都冇就話kam😅😅,🍝,聽講nds黎,🍍,咁嘅問題都問得出,3,12,,,,,
🌝,👧,少Kam,🍤,但佢地有出現 就係唔知點解冇比賽 仲要自己圍細細個圈dem cheers,🎂,Sls 得6條友學人上莊,2,7,,,想知hall f咩事 運動會冇出po?,,
立陶宛exchange有冇人,😇,Pm,😇,Vytautas Magnus University sem 1 2023-24,,,,,1,2,,,
德國 exchange 2324,😛,搵同伴pm,,,,,,,,,,1,1
點解DegreeWorkFreeElective會差3分,🙏,主要竹係見到紅色比佢嚇一嚇,🍉,佢當我fyp係free electives添，計啱數就冇事,🙏,可能如果想用中文系科當做free elective 佢會放錯位,1,23,,,,,
ELSS 係一定要book定係￼可以Walk in￼,🙂,其他,🙂,有Book同一日有error但其實日子就冇,🌽,想問有無人book完cancel之後再book 出error🤯,1,12,,,,,
放補習,🍱,pm,thvgf,pm,🍷,放靚Ukulele 深啡色$1300原價，現 $300,1,12,,,,,
求ELE推薦,🗿,輕鬆嘅，龜不太差就ok了。可以的話，求推薦埋嗰科嘅老師，感謝🫡,,,,,,,,,,1,1
荷蘭exchange 相認,😶,Pm,🍀,記者：評議會虧空公款，中飽私囊，李主席對此有何回應？李艾朗主席（上唔到）：我們此前已多次作出回應：歷珩已就此向評議會提出嚴正交涉，表達強烈抗議。評議會任何企圖干預歷珩內政、阻礙本莊發展的把戲都不會得逞，到頭來只會是枉費心機一場空。我們敦促評議會懸崖勒馬，否則必將自食惡果，勿謂言之不預也！評議會罔顧事實、混淆是非、違反公理，玩弄雙重標準，公然插手本會事務，干涉十二屆歷史莊內政，嚴重違反國際法和國際關係基本準則，歷珩對此表示強烈譴責和堅決反對。評議會虧空公款，中飽私囊干預干涉本會內政，嚴重違反國際法和國際關係基本準則，是赤裸裸的霸權行徑。評議會如果虧空公款，中飽私囊，不僅將損害我方利益，損害學生會和評議會關係，也將嚴重損害評議會自身的利益。評議會虧空公款，中飽私囊是搬起石頭砸自己的腳。我們敦促評議會在行政問題上要謹言慎行，不要再發出錯誤信號，不要再挑撥慫恿，不要再幹涉歷史莊內政。評議會有關人士的陳詞濫調充滿了政治偏見與謊言。本莊全員反對任何外部勢力干預本莊事務的決心堅定不移，維護主權、安全、發展利益的決心堅定不移。歷珩堅持對外開放，互利共贏，同世界分享歷珩發展的機遇。希望評議會個別人士能以開放的心態和客觀公正的態度對待歷珩，不要無中生有。,🐪,Can Pm?,21,51,,,,,
hall津貼,😰,夠資格申請tsfs嘅,😰,窮人,🙀,咩人先會收到hall 貼？🥲,1,12,,,,,
求CLE 9004 materials,🍀,想早啲準備presentation 🥹🥹🥹,,,,,,,,,,1,1
有冇人德國exchange 想一齊飛,🍨,Pm?,🌸,me係慕尼黑exchange,🌸,me 3月中飛，可一齊歐遊,1,8,,,,,
🐃,🙍,有冇1仔🥹,🌿,me 🥺,😍,好多0仔,21,61,,,識唔識LingU hehe?,,
Tra 3227 assignment 2 點做,🍭,Anyone not yet submitted,🍭,Ys， 10 Tgt,🍒,一定要用哂十個咩？抽幾多可以？,1,4,,,,,
一人一個絕好prof,😊,Soc celia,😝,JY 馬田,🍸,Marketing Victor Li,2,30,,,,,
Dr James tak wu interview,🐤,Wanna ask if anybody receive,🐤,I didn’t receive,🐄,請問Ching係咪有好outstanding performance 在校內同校外？🥹,1,7,,,,,
late drop步驟,🌻,我前兩個都簽左應該係漏department head thx,😦,em，我late drop係prof→course head→department head。我一個個攞上去簽紙本，所以唔太清楚你skip咗兩個直接registry會點。,🌻,即係要send email俾department定department head,1,5,,,,,
ILP 遲咗半個鐘仲計唔計 (2.5 hr event),🐈,最多遲/早走15分鐘,,,,,,,,,,1,1
有冇人係Hall 每日都瞓唔好？😣😣,👩,兩張就好瞓,🙀,自己買張床褥啦，hall嗰張硬到瞓唔到,😢,好真⋯張床硬到癲,2,15,,,,,
Ccc8013 tutorial,👲,要睇人 有人take有人唔take,🐲,No,🌶,想問下洗唔洗take attendance?,1,3,,,,,
Moodle壞,師兄早晨,+1,🙄,+1,😛,+1,2,6,,,,,
2月14多唔多人走堂,🙁,2.14 好多堂都full house 🙈,月月生輝,大把,👴,咁誇張,1,10,,,,,
收 LUE3004書,🍨,收書pm,,,,,,,,,,2,1
放IELTS高分自學電子資源,🍭,放IELTS高分自學電子資源入面有由1997年開始嘅IELTS Past Paper四卷連官方答案，一共15份Listening Recording都有齊另加精選題目分析、練習，同埋其他坊間練習書我自學都係靠呢堆攞到8分🙈會用Google Drive形式Send俾你可以DM攞Sample!價錢：$140有意請pm😆,,,,,,,,,,1,1
😢,凱恩,Scem,🎍,SCEM,🙁,+1,76,147,,,嚴選lingu最大隻💪🏽,,
洗衣房幾點關門,🍋,whc24,👺,Hall G H開24,😟,hf 2am,2,5,,,,,
CLB9020  想問下大家怎樣上網看這科的電影,😐,電影名後面打線上看啦,🍝,如題,,,,,1,2,,,
電話訪問出糧未？,👧,無3個月唔使諗,👧,正,月月生輝,D人,1,12,,,,,
FIN2200 分組,🦁,push,🦁,有冇人未有組 歡迎pm,,,,,1,2,,,
Bus2202 星期二,🙃,係咪已經分好組？同埋份individual asm幾時交🥲,,,,,,,,,,1,1
特快Switch流動維修🧰,👶,特快Switch流動維修🧰手制開始有飄移問題？連接唔到去主機？主機開唔到機？我哋幫到你✨我哋提供各區即場特快維修服務，最快10分鐘完成👍🏻價錢亦十分實惠✨LingU人校內維修有九折優惠！即刻WhatsApp 95454740/ PM我哋預約維修啦！,,,,,,,,,,2,1
係咪一定要考Ielts先grad到？,🙄,做左就得？,🍶,強烈建議考試前 做past paper 無論係 pw or ielts,👩,考過得6 尷尬 唔想再俾錢考,1,12,,,,,
library電腦,🐧,(*¯︶¯*),🍊,(*๓´╰╯`๓)♡,,,,,1,7,,,
有冇人去過或者打算去巴基斯坦 非洲呢啲地方exchange,👼,有冇過來人分享，或者有冇人真心有諗過去,,,,,,,,,,1,1
hall賊仔請入,🐧,所以一早同rm夾咗個雪櫃擺喺房😎,😶,真心啲nds都冇你班local偷得咁猖狂 shame on you😂,🐺,笑到傻,3,15,,,,,
收BUS2105 online asm ans,🎉,Pm,🐃,pm！！,🐃,pm！！,1,8,,,,,
求ECO 3202 powerpoint,🐌,professor唔派ppt要學生自己抄notes但成日都抄唔切就過咗slide有冇讀過ching可以share份notes或者ppt俾細佬🙏🏼🙏🏼,,,,,,,,,,1,1
有無econ大佬救下小妹？🙏🏻,😅,直接問prof會比較好,🐞,有無人讀過？🫠唔知佢個present要做乜🫠,🐞,Intermediate marco🥹,1,7,,,,,
🍶,🍪,Hi jor u,😷,可以直接tg @fshylo,,,,,1,10,【平價放】白壁藏大吟釀清酒,,
想問一下有無人CCC8014 係sheng mao教?,😀,應該係😂😂,🙉,係咪冇得遲交,🙉,未交,2,10,,,,,
收3003 書,🕵,有意pm,,,,,,,,,,1,1
soc2101 tutorial reading,👽,想問下soc嗰個reading係sociology本書入面定係係另一本書，唔知可以點搵🙏,,,,,,,,,,1,1
富泰牙醫如何,🍘,thxxx 請問牙醫貴姓？,🎅,但我唔Sure係咪果個牙醫長駐 可能要去問下,🎅,屋企人呢排睇完 話個牙醫係新人嚟 但手勢幾好 人都Nice細心,1,4,,,,,
Lu葉梓樺好樣衰，成個賓賓咁我要cu婷婷,🐔,收皮啦,,,,,,,,,,1,1
⛑,👧,去校務處ask,專家dickson,如果有人見過/執到，可唔可以話我知🙏🏻🙏🏻,,,,,1,2,想問有冇人近排係學校執到隻白色Sony USB?🥺,,
Hall冷氣費統計,😈,bill,😈,600+,😅,Portal>student services>eFees Note for student,1,13,,,,,
學系獎學金一問,😶,想借問聲Faculty 派咗未？已知department 派咗,🍌,介吾介講GPA?,🍌,Or which major,2,33,,,,,
有冇人知￼lingu 學生泊車幾錢￼？貴唔貴?￼,🐰,富泰幾錢一個鐘？,🌵,計12個鐘 富泰平得1毫都冇,🌼,强記就每個鐘1蚊,1,9,,,,,
太摺識唔到朋友,😆,自己唔行出第一步冇人幫到你,😆,好多時都係groupmate變朋友 想識朋友就自己主動啲啦 有時上堂yo吓隔離左右又得 再唔係等Ocamp做組爸組媽去識朋友都得,🐃,正,1,39,,,,,
Book咗password test冇去會點？,🤓,我仲以為得term1先有,🎅,之前outlook有send mail,🤓,今個sem有得book咩😱😱,1,8,,,,,
TRAN FYP有交係咪吾會fail,😎,Normally b grade,😎,係咪好少c d range,,,,,1,2,,,
想問讀緊Tra既師兄師姐,👵,好 唔該兩位😭😭,👿,So far 除左3002都無邊科好爛既,🍋,我覺得冇乜邊個有問題有時D人鍾意自己唔讀書就怨三怨四做得大學Prof喎同埋通常自己讀乜就覺得乜嘢唔好🤣隔離飯香嘛你加油呀,2,6,,,,,
收LCC1010書,🐘,PDF$30,👨,pm,我都唔知arrrr,我有實體書，$50 賣俾你,1,6,,,,,
唔見啡色card holder,🍆,有ar佢哋話冇🥲,👳,有冇問過保安呀❓,👳,Push,1,12,,,,,
有無之前去過挪威exchange 係咪好貴D野,🐜,同問,,,,,,,,,,1,1
收LCC 1010實體書,🍑,okay！,我都唔知arrrr,有，請pm,,,,,1,2,,,
放98%新 普通話水平測試綱要 $70,😕,Ok plscheck,🍈,會唔會pm下交收地點？,,,,,1,9,,,
exchange tran cred,😇,Thx!,🍑,可以 搵人簽名就得,🐕,可落Major 但麻煩,2,4,,,,,
想問Translate fyp 邊個題目好做啲？,🐥,有愛ge野，要比自己動力。例如我係做緊睇開ge網絡小說,🐢,可以做強語錄,,,,,1,2,,,
嚴選十宿大隻仔,🤓,又強記😂,🍟,想腸穿肚爛,,,,,4,23,,,
有冇人試過起hall養貓,🤑,強記想,😥,有冇人想睇我隻pussy,🍑,間房咁細 完全冇空間俾貓貓玩囉,3,13,,,,,
🌻,👮,pm,🌰,幫你Push,⛹,我Daddy買嘅🥰,2,8,,,want find hehe,,
Hall冷氣費係咪又貴咗,👾,No,🍕,開過3、4次冷氣only $75係咪算係正常範圍,🐧,1度貴咗1毫,1,4,,,,,
Lcc 2010 書,🐪,知道呀見keep住仲有同學要緊pm，所以我推翻出嚟,🐪,我都冇講啲咩🤣🤏 搞唔掂搞唔掂 有需要時有求於人就拜託拜託，冇需要就對同學講粗口Xddd,🍻,呢個舊post嚟,1,7,,,,,
Norway exchange,😩,Ys,A6,stavanger?,A6,Stavanger?,1,8,,,,,
急收2010,🍛,Pdf$30,🎃,pm,😖,大概8成,1,7,,,,,
收LCC2010書🙏🏻,🌳,U want?,🐦,Pm,🐦,Pm,1,5,,,,,
Canteen survey 快啲填,🐤,https://t-bulkmail.ln.edu.hk/activities_web/track/click?msgid=0748e936-97d4-4dad-bb61-21e474562036&linkid=63e07385ff647e0001ec59f7,😍,Email,🍃,link?,1,7,,,,,
冇去陸運會畢唔畢到業？,🐅,年年都有,🤑,今年戈個唔得閒join 🥹,🤑,想問陸運會下年仲有冇,2,12,,,,,
Hall F 五樓冰箱失竊,🎉,但系其他食物都無被清走😥,🐨,"係我食既,咁點啊?我下次繼續食😋",,,,,3,9,,,
