参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
著名校友Charles Yeung(很想玩玩了)有嘢想講！,🍿,笑死😂 迫不及待好想玩玩了。,👽,得佢係咋 佢不代表nursing同學,👺,啱啱先見到原來佢係nursing大佬，失敬,14,20,,,,,
冇法援學咩人外務委員會？,🌯,有冇人可以綜合一下25號當日佢地講左啲乜野,🍷,下？25號喎，同學你係咪搞錯左少少野呢？,🐬,仲有心情搞交流會，而唔係出去前線,16,127,,,,,
究竟外務委員會有咩人,🎈,名單都冇😵😵,,,,,,,,,,3,1
求中文yr2 note,😨,Thank you very much,😀,正正子😯😯尼科岩時間就會修硬🤣Thx😊,⛑,我其實基本上走哂lec咁濟 係叫fd幫我拎notes 但都靚grade左,6,48,,,,,
TC畢業出年想讀Master邊科好？,,,,,,,,,,,,,
🗿,🌱,"要搵自己program leader(唔記得洗唔洗搵dean)如果有year one一樣嘅科 eg b&a轉去a&ss 就唔洗讀Econ 1, 仲埋gen etc",🦄,Sorry😊有人解釋返就得啦總之跨院轉科就要year1開始讀,🐖,Econ係A&SS😑,7,18,,,OU有無得轉科？,,
我拎到21分，夠唔夠入nursing?,🍔,23 still in ou,🍄,TWC nurs or ou mental?,🤔,利申 鯨大,18,29,,,,,
OU幾時有學生會，拒絕假冒,🙌,我地無選過Su 哪來su代表我地 真係做嘅 似人地寫明臨委會唔得咩,😾,📷,,,,,4,2,,,
想開個tg group,🎈,📷,🎈,[推到校方回應] 沙田區通識老師話元朗一役係大家咎由自取 校友恥與為伍https://lih.kg/1351030- 分享自 LIHKG 討論區,🍈,呢度傾唔好咩？,3,4,,,,,
［小心］外委想收集示威者身份資料 居心叵測,🕵,究竟依個”su”有咩成員呢 連基本資料都無公佈 好難有信服力喎,😉,。,😉,一、如同學有意參與任何社會活動，請先把中英文全名，學生編號及緊急聯絡人資料傳送到我們的telegram @oususup或WhatsApp 97361174以便我們能盡快提供協助;,9,19,,,,,
做teller讀accounting/finance比較好？,😶,舊bonus差好遠,😦,唔係全部都要,🌳,好似要有it底,6,15,,,,,
想去交流團可以經咩途徑報,🍎,去外國個啲Exchange tour,👼,Ou email,🍠,有時lift有貼,5,6,,,,,
ou容不下賴政軒😞,😑,有料爆？,🌳,推,🍼,講咁耐都無野爆,21,39,,,,,
有冇人報左ou個internship?,🐔,咩Part time student trainee總之6月30號截止申請果份,🐔,開始物色緊了😭,,,,,6,22,,,
Summer sem retake資助幾時有？,😙,上年經驗,🌹,要咁耐？,😙,8月尾 9月頭應該,3,6,,,,,
今年成功tran u分享區🤩🤩,🙈,I mean 問佢地攞推薦信,🙈,想問攞A- 個科既老師都得？,🌹,堅持再搵,14,36,,,,,
可以點樣揾老師幫手寫推薦信,😙,我會繼續努力的！,🍢,無我都係循例講番下年問你trans 5 trans到姐,😙,哈哈,6,15,,,,,
想問下nursing hd係咪用中文讀？,🌽,會啲用英文 出面用嘅英文都會學 例如敷料/藥嘅名,🐽,hd 用中文XD仲差過ive hd,🐪,係中文啊,6,8,,,,,
有無人係用恒生enjoy信用卡交學費？點樣交嫁？,🍋,Thx🙏🏻,🐞,唔洗,🐞,理論上係,24,24,,,,,
(集思廣益) 拎OU Degree上三大Master難唔難？,🍥,正正常常，second hon有ref letter都入到,😽,三大黎講，中大master 最易入？,🌯,唔係科科都要，通常MBA先需要（不過唔係全部大學都要）,25,20,,,,,
PSYC個 Vera都唔係路既,🙈,Vera ok wo,🐯,Failed exam,🎅,Y,22,113,,,,,
🌬,😽,點會全年無funding,💂,如果我無記錯 上年羽嫂踩中咗其中一日 扣咗1/3 ocamp funding,🍯,好似踩中其中一日都唔得🤔,9,8,,,公營場大平放！Ocamp必選！,,
fresh grad揾到工未😿,👸,見完工第二日就消息 已經番左3星期,🍏,由apply去到interview之後收offer都係一個星期入面發生，所以有啲嘢真係話嚟就嚟🤭,🍄,corporate administration assistant,12,16,,,,,
畢業確認通知書幾時有？,😤,一路搵工，一路等信,😤,慢慢等啦屌,🌼,我yr4Grade都出哂兩個禮拜了但仍音訊全無到底畢業嘅手續係點搞到宜家乜信都冇收到,3,3,,,,,
7.1 nurso先黎搞precamp 好撚野,🍆,Pre camp最遲應該2-3月就要book嗰時冇人預計到會咁大件事到6月中想改期已經太遲放過人啦巴打,👨,不分化 不割𥱊,👮,"開唔開心同care件事係2回事, 唔好將件事同唔開心掛鉤 咁樣做只係同紅衛兵無分別",27,35,,,,,
2018 Autumn term dean list係咪未出,👽,升左去幾多,🍊,好似係2018 spring term升左,👽,*升左,8,6,,,,,
😫,😷,Dbs唔清楚 但恆生如果你本身係佢嘅客就好快批,👰,本身有個恆生既綜合理財户口，不過我dbs無户口都係咁快批到🤔🤔,😷,諗多咗 我中銀得一千蚊喺account lol,12,31,,,有冇人申請過enjoy card,,
mental nurse點樣可以考埋general個牌？,🐄,留意返個master of nursing係pre-registration programme嗰個,🍁,Poly都好似有 master of nursing,🐧,畢業報ha rn nursing school 3年 / cu poly master of nursing 3年 / 重讀degree 5年,8,4,,,,,
有冇fg會去ive讀多個pt hd,👸,hd會有intern 成績好又唔介意既話可以上番poly再讀,😍,有關工程既hd,👸,你讀咩科 又想讀咩hd,2,4,,,,,
"有冇人391,392 / 368要書？",😺,推,😺,pm我交收,😎,想要368 🙏🏻,2,7,,,,,
想問retake 安排,🎃,都係要自已報架啦，等咩email,🐉,🤭🤭,🍿,應該會出email,12,13,,,,,
🐂,🍻,我依家30 Yr4.,🍕,😂我都就27，諗住搵幾年錢再讀一個真係有興趣既degree,👰,只有有目標 向住目標進發就得啦,34,68,,,25歲至grad係咪好失敗、,,
⛑,🀄,More?,🍂,BDO出名少林寺 辛苦架～但係熬出來又係另一個世界,🐧,做住先啦,6,8,,,[FG]有冇人做過渣打 BDO,,
🍚,😔,幾時出考試嘅嘅時表就知幾時resit,👺,咁大概交完錢幾耐先知resit日期,🍓,Yes,5,4,,,想問 resit安排,,
第三次dean list係咪有支旗？,🐧,兩個top都係乜都無,🌻,哭哭,😗,好似top student先有旗,6,10,,,,,
19年秋季學期時間表大概幾時出？,😠,📷,😠,📷,😠,📷,6,6,,,,,
PUADA222F 出咗GRADE!!!!!,🦃,B- 30,🐡,A,🐂,B+ 算唔錯啦,8,12,,,,,
讀nursing master邊間好,🦄,Master of Philosophy in Nursing 同 Master of Nursing 兩樣嘢嚟前者偏重研究多啲 後者涉及上堂讀書多啲,🍟,總之出黎個名都係master in nursing就ok啦😌,☺️,你串9我地鯨大姐,6,11,,,,,
有冇人要FIN B280F 書？,🐝,我都系免费送  费事浪费,🐞,"Dear Student,Arrangements for Collection of 2019 Summer Term Custom TextbookPlease note that the following full-time undergraduate courses offered in the 2019 Summer Term have custom textbooks. If you are enrolled in any of these courses before the start of the term (i.e. 27 May 2019), you should have received an email with a collection slip and instructions on how to pick up your textbook.1.       ACT B304F   Accounting Information Systems2.       ACT B313F   Management and Cost Accounting3.       LAWB262F   Business Law I4.       LAW B333F  Company Law I5.       MKT B366F  Marketing Communications6.       FIN B280F   Introduction to Financial ManagementFor students who enrolled in the course(s) after the commencement of 2019 Summer Term (e.g. enrolment processed via Online Add/Drop Application Form, swapping of courses/classes during Add/Drop Period), you will receive the email and collection slip in due course. Please do NOT collect the textbook until you have received the notification email from us.Thank you for your attention.Best regards,Lee Shau Kee School of Business and Administration",🐥,好既  thanks,3,9,,,,,
求解 OU Computing如何,😫,去做ive仔，無人會阻止你,👮,想轉科 但聽人講ive se都唔差 易升ugc,,,,,1,2,,,
今日1800係MC -1 PRT03 印完嘢冇攞返張八達通,海音,"18-6-2019 1800係MC -1 PRT03 印完嘢冇攞返張八達通😭請執到嘅人交上GO, 或者PM 我，多謝曬😭好唔想換黑色八達通",,,,,,,,,,2,1
急！遲交專上學生資助計劃申請,😋,照申請左先 我理由係學費單未到而佢個銀碼唔岩 但備註打番遲啲補交,🕴,我都係今日先發現14號deadline 〒▽〒 立即上網申請 同埋見到話要24號前交文件😭 唔知遲交申請但準時交文件得唔得呢...,🍔,遲左都會批～之前試過～用嘅理由係 屋企人文件唔齊全,7,12,,,,,
暑假IBB 391F MKT有幾多堂,🌸,是咁的  我上個sem申請了defer考試  但係miss左暑假第一堂lecture  唔知schedule係點⋯⋯想問下有無人知幾時係last lecture（返去聽revision）,,,,,,,,,,2,1
有無人係Giordano 做Part time？好做？,🍉,60,🍒,Giordano office？,🌝,高成點,10,12,,,,,
E&L Dean List & Top Student,🤕,如題，有何準則，會有咩拎,,,,,,,,,,3,1
有冇人試過遲交學費,🐜,今日交唔切5000得唔得嫁 中銀好多人🤦🏻‍♂️,😡,手續費係500？,🐆,過學費deadline要交全額+手續費  而且開學過左兩三個禮拜先有timetable  變相無得shift詳細時間金錢唔清楚  例子係三年前商學院既朋友  可能其他學院會快手啲？,5,12,,,,,
🀄,🐺,［請廣傳！］［我地有責任傳達CCTVB唔播既片段！！］示威者吐血https://youtu.be/hRCPds07zSM 圍毆https://youtu.be/wRaPytAamSw https://youtu.be/6M_y2V68arw 噴外國人椒https://youtu.be/7vvlUd7MzwA 爆頭https://youtu.be/cy36sveUfyw 拖行暈倒示威者https://youtu.be/GfhHJqNVPig 唔比救護車入https://youtu.be/mT8SH2EJctk 地鐵站噴椒https://youtu.be/sQk9mLw07WM 開槍https://youtu.be/9bbFANmVWZ4 向記者放tear gashttps://youtu.be/cWZ0R67V5Yg [熱狗]立法會禁錮示威者https://youtu.be/GCABexA7LQY 向示威者放tear gashttps://youtu.be/ttZcwlhiPS4 https://youtu.be/VjHwqKXQEQM [NOW]武力清場https://youtu.be/1VipKeKcAtw *new[HKU]圍毆帶水人士https://youtu.be/FG9fGy9JcYw,,,,,,,,,"反送中, 請廣傳",2,1
中文系year3要讀咩科目？,🐐,求師兄師姐講下中文系yr3，2個sem分別有咩科要讀？邊科最難pass？有無邊科易拎A？,,,,,,,,,,2,1
OU有無人會搞聯署反對送中條例？,😖,💪,🍌,💪🏻💪🏻,👾,Support,38,61,,,,,
突發收到Graduation Celebration電郵,🍡,即係又吊下我地引🤮,😯,B&A真快。。。E&L....就。。。。,🤐,ys,4,5,,,,,
有冇今個summer sem上mkt 392,🐸,Hi,😾,Hi,,,,,3,2,,,
Psy124出左ocas😣,🍏,但仲未出grade,,,,,,,,,,1,1
DLLM正臭G,👨,有無故仔聽,🍡,好撚憎姓曾嘅人,👨,Ching 俾人帽左？,2,7,,,,,
N203F係咪好多人fail?,🙈,NURS N103F 同 GEN N103CF 係唔同架,🐼,N103唔係gen咩？,🐆,Year 1 fm,6,17,,,,,
⛑,🦂,Thanks 🙏🏻🙏🏻,🙎,係,🦂,有sssdp都係計原價架可？,5,9,,,如果要retake係咪會send email通知？,,
"辛苦讀完B200F既你,記得下年仲有一科30 credit呀",🐕,不過都有排你捱😂,🐕,寫錯😂,🌺,唔係211咩 😅,3,4,,,,,
如果101fail左會點,🙄,"上年mental同學retake都可以照出ward,個個月唔使計attendance",💀,而且fail resit103係咪冇得出ward?,💀,但101撞spring term出ward，會唔會冇得出？,17,30,,,,,
放8月公營 有意請入,🐦,Camikht,🤗,Tg:  iwannaendmeeeee,🐉,Tg: Queenie West,4,4,,,,,
☠,😌,👏🏻👏🏻👏🏻,🌶,呀仔 呢個世界唔係樣樣野都盡左力就會比番啲回報你嘅人地上堂打機訓教係表面嘅樣野可能人地番到去日日溫12個鐘呢？就算人地真係搵到有source 咁係人地把炮遮呢個都係其中一個方法令自己合格衰啲講句 你唔抵得遮我明白係會唔甘心That how's the world works係未你地係lab jam左咁多IVF咁多針去練就一定全世界pass?無得咁輸打贏要嘅出到去ward有無得話我已經好比心機care個patient 所以佢唔可以死？就可以叫做做得好？今年抄左 未當攞個經驗學下大學讀書嘅方法係點係唔忿氣嘅嘅 黎緊4年再比啲心機 攞好啲honor gard囉與其係到怨人地點解有booster不如諗下用咩方法追上去啦,🐎,照除咁多科，retake=0分,13,13,,,有冇人試過101可以由retake變resit?,,
有幾多個人fail左A323F,😐,Resit 左 好想知點解會咁😭,😄,A323F啊大佬,😱,出咗啦咩？,5,8,,,,,
OU有無得睇cgpa?,😽,計gpa Credit關事？,😽,點樣計架？,😾,自己計,2,4,,,,,
101 General resit 使咪defer?,🍿,C+,👳,"有無人A,A-",👳,B,11,25,,,,,
⛄️,👰,"101 fail(retake):1. 只係101 fail retake, 無103 fail retake既，有得出summer 1072. 要defer一年, 因為重讀下年101會同year2既科+實習完全撞時間",🐹,resit就應該無問題 開心上yr2啦,👮,both resit🤦‍♂️,5,4,,,101 103 都fail resit咗會唔會上到year2,,
有無人知cgpa點計,😽,之前嘅收回信息其實都係因為我打錯而出現😅,🐌,認*左佢😂 我都打錯字 haha其實真係無咩大不了 唔洗起鋼啵 ching,🐌,見佢先前串柒柒咁 忍唔住😂,15,63,,,,,
有冇人未出齊grade,🍘,一科都未出,🦁,我出齊😂,🍎,same,13,12,,,,,
Resit 有咩注意事項？,💂,幾舊,🍒,Resit 要幾多錢？,🙎,記住準時交錢啦,4,3,,,,,
ECON322崩潰篇,🍼,Pass wor,👲,有幾多政政major炒左？,🐩,ocas 60 B+,8,10,,,,,
Nursing入面最黑人憎既mentor？,🦂,Carmen真係正到呢,🍙,Agnes 好好架，雖然佢成日西面又會好嚴，但其實佢好肯教你,🍈,Agnes 幾 nice 架309你會再見番佢,22,18,,,,,
古代漢語出左grade,😵,咁你一定考得好好,🐸,啱啱讀完,😵,你讀過呢科？,7,10,,,,,
397出grade 未😩,🍰,4科都未出,🍁,唉～今日都仲未出😫,👺,我差依科就出晒grade 唔想defer,5,6,,,,,
仲等緊出grade既揮手🖐🏻🖐🏻,🐐,就係7號考🙄到依加都未出分,🌲,好早考,🌲,Eng 122,15,18,,,,,
Summer sem retake + study tour,🐢,唔會喎sor,🙌,想問year 3 entry嘅係咪可以今個summer sem retake?同埋retake做嘅assignment同考試會唔會易啲？,,,,,2,2,,,
342星期六晚先嚟派grade,⛄️,no 星期五朝早上,🍨,你係咪星期二朝早上？,⛄️,zion教 靠自己努力 b-🤘🏻,8,8,,,,,
畢業問題～,🌺,係呀，12月左右,😢,但係畢業禮係一齊嘅？,🌺,係遲啲拎畢業証明差別,2,5,,,,,
Ou一個sem最多可以讀幾多科？,😔,30 summer20,🕴,好似30個credit,,,,,4,2,,,
完sem有咩可以做？,😨,唔係科科都開，你要自己上網睇下，之後開sem頭3個星期，去online 申請,😢,但係唔係科科開，我想讀major,😨,要比錢聽講可以係summer 預早讀  黎緊自己9月既科,8,12,,,,,
grant一問,🍓,想撘單問下如果係要defer grad 去retake，有無得照申請grant🙏🏻,😕,ok thx,🍫,係就咁入錢落户口,5,11,,,,,
Year 1點知自己有冇得升year 2?,🎂,Nursing就無得升 其他無問題,🍲,其實唔會冇得升，除非你fail曬4科,😃,Fail一科應該有得升啦 最多之後retake返,4,5,,,,,
誠邀大家6月9日文化交流活動,😯,*交流,😯,咁啱嘅我哋都係維園郊遊喎不如你哋一齊嚟啊,😺,要遊行 不了,9,11,,,,,
a&ss發生咩事咁快出grade,👾,全科都出曬grade😌,😋,唔洗retake or resit，多謝,😋,都係鬆手，温咗1日，都係温唔中,9,18,,,,,
到依加都未出齊ocas,🤔,OU收錢最快 其他免問,🍕,正常喇，OU甘on9,🍻,差科Gen,8,7,,,,,
「突發！」soci 221 出左grade!,🌺,咁快出左grade。。,😾,A-😂,😔,大家咩grade? 我ocas57 得B-...,5,6,,,,,
Gpa成績表實體版,🍹,Thank you very much😍,🎉,上五樓放低100蚊申請transcript,🍹,"有無人知gpa可5可向ou申請實體版,姐係cert似類?求解答🙏🙏😙😙",7,3,,,,,
SOCI A325F都出左grade,🐸,唔似條友,😱,咁快既😅,,,,,3,2,,,
Summer B399F,🍗,可惜Sara 唔再教399,🐃,唔該曬你😢😢😢但summer嘅tutorial都係外國tutor,😺,"Lecture嘅解釋，例子好重要，tutorial利申當年Sara，會清concept, case study，好tutor👍🏻",3,9,,,,,
pols322入,😈,40分當贏,😈,我9吹belt anfd road initiatives,😣,玩撚死 溫左果d全部無出🤦🏻‍♂️,13,20,,,,,
☠,🐕,2字頭仲難過3字,🐕,真係on9,🐕,都係definition 但係要背2個人,15,30,,,puad a222f,,
Year2升year3係40學分定60學分？,🍇,我睇student handbook佢有個試讀生係咩嚟？,🌞,"要係新sem開始前已出到成績夠credit, 如果唔係都無用，tried",🙍,我想問fail個科gpa係咪當0計，之後再平均除番？,6,18,,,,,
有冇讀FIN B373F 的同學？,🐗,明天就考了,🐗,大家溫成點？,🐗,大約幾多?,4,13,,,,,
🌻,😍,無底係danso係會比人笑 自己努力啦,🍯,😂以前都無底玩ap，其實最緊要認清自己無底係學野想進步，之後做到以前做唔到嘅step就會開心，唔係唔練唔mark就想企centre😂,🍉,其實冇底都可以跳得好開心,14,13,,,冇跳舞底玩ap玩得好唔開心,,
Nurs (psy) yr 1出實習需唔需要星期六日返？,🍭,三個center都無野做 去睇下感受下only 準備定kill time手機game,🍋,想問CIDP其實要做啲咩🤔,😜,其實IDACE係做咩,10,15,,,,,
Psychology一課都未睇過,🎈,323帶粒骰仔去擲可能仲啱得多,🎈,124定323,🍺,識就識唔識就唔識決定早啲訓算,11,14,,,,,
ENGL231F 試後感,🀄,點引錯法先🧐唔會錯哂掛 解釋到應該點都有啲分嘅,🐩,我比較想知如果part 1 引錯textual evidence 會唔會成題零分😰,🀄,我都無睇書😂邊夠時間😂,5,8,,,,,
其實考試係40分定50分先合格？,🐖,起第三期呀嘛,🍭,點解考得咁密架,🍭,好驚retake,7,10,,,,,
ocas fail係咪冇得考試,🍄,Exam同ocas加埋 overall有4成可以pass，最高攞 C,🐸,如果ocas39點計 *番4成其實係pass🤔,🐛,31-39,7,5,,,,,
