参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
留低你嘅身高體重性別，相同或相近就pm,Push,科大豬王🙈：聯校非牟利組織大學/大專想識人就禁入我哋link睇吓🧝🏻‍♀️link： 屌你老母.com你對科大豬王🙈：聯校非牟利組織 有無意見？我地非牟利但係收手續費你對科大豬王🙈：同埋我地惡過共產黨，我地全部po都關閉留言功能，好lun威水,Push,2,19,,,,,
收Mark 3220 source,同收,professor Mengze shi 既quizpm,,,,2,2,,,
Fina 4929Q source,Push,Push,,,,2,2,,,
求 ACCT2200 Steven past paper,Pm,I have source with prof ans,pm,2,32,,,,,
放acct2200 testbank,Pm,Pm,,,,2,2,,,
ECON 3334 hw group,Pm,Pm,Pm,4,12,,,,,
有冇人有take HUMA1010/CORE1501?,pm,pm,科大豬王🙈：聯校非牟利組織大學/大專想識人就禁入我哋link睇吓🧝🏻‍♀️link： 屌你老母.com,2,5,,,,,
收isom2010 Lee Dong Won Source,pm,想要midterm/final/任何佢嘅練習，thanks🙏🏻,,,,2,2,,,
放sosc 1662 Quiz source,Pm if needed,,,,,,,,2,1
Isom3360 lab assignment,pm,"hv, need pm me",求isom3360 lab source,2,7,,,,,
收econ3334 除wang peng外  resourc,pm,有non-wangpeng 的resource嗎,push,2,5,,,,,
LIFS 1901,pm,pm,Pm,2,34,,,,,
收 phys1314 source,pm,Pm,有source pm,2,3,,,,,
有冇人報過hkcareers intern,International summer intern,想知有冇伏/評價🙏,,,,2,2,,,
搵study buddy,Pmmm,can chat in tg,https://t.me/+-YKYZJUdfWU3M2Q1,2,10,,,,,
求Wang Xin IEDA/IELM2010 asm連答案,Pm,Pm,Pm,3,14,,,,,
收LIFS 4540,Mid term and final,,,,,,,,2,1
fina3103 check hw,Pm,科大豬王🙈：聯校非牟利組織大學/大專想識人就禁入我哋link睇吓🧝🏻‍♀️link： 屌你老母.com你對科大豬王🙈：聯校非牟利組織 有無意見？我地非牟利但係收手續費你對科大豬王🙈：同埋我地惡過共產黨，我地全部po都關閉留言功能，好lun威水,科大豬王🙈：聯校非牟利組織大學/大專想識人就禁入我哋link睇吓🧝🏻‍♀️link： 屌你老母.com,2,4,,,,,
$15 acct2200 ebook,我有ebook,出ebook $15 managerial accounting,,,,2,2,,,
100%全新iPad Air 5 10.5吋case平賣,pm,pm,,,,3,5,,,
__,全名？,,,,,,,LABU2060 Tom grade,2,1
有冇人同我一樣一定要打一次丁先溫到書,rookie numbers,一日打三四次 唔打唔舒服,科大豬王🙈：聯校非牟利組織大學/大專想識人就禁入我哋link睇吓🧝🏻‍♀️link： 屌你老母.com你對科大豬王🙈：聯校非牟利組織 有無意見？我地非牟利但係收手續費你對科大豬王🙈：同埋我地惡過共產黨，我地全部po都關閉留言功能，好lun威水,2,4,,,,,
放2012pa,pm,,,,,,,,2,1
Mech intern 好工推介,大撚把啦 2電1鐵 機電署任揀,3D打印，之前翻過。 好有趣。 唔好同其他人講。,可以去維修冷氣,2,9,,,,,
__,pm,Dm!,I hv Zhang hongtao 2021 spring final pp and quizzes,1,3,,,收Hongtao ISOM3710 Source,,
Sosc3990,有冇人有sosc3990 source?,,,,,,,,1,1
放 econ3334 source(2022mt+final,push,pm,"放2021S, 2022S MT (with answer) + final",1,4,,,,,
收LIFS 2220 source,push,Pm,Pm,1,9,,,,,
收acct 2200 patrick source,push,pm please,Pm,1,7,,,,,
收sosc2980 sourceee,push,如題,,,,1,2,,,
Math2033 source,Pm,Pm,如有請pm,1,3,,,,,
Econ 4244,Push,求ECON 4244 Source,,,,1,2,,,
［突發］Hall 2 斷莊,我愛牛仔，我愛科大,唔配做hall2,hall2冇左科大牛仔，可以叫shit2,1,15,,,,,
__,Pm,Pm,Pm,6,110,,,SUST1000,,
有冇人同我一樣reg唔到hall邊訓libra邊溫書ar？,小妹日日如此。,考慮緊加入,no,4,,,,,,
comp1021 請槍,pm,Pm有prove有學生證,Pm,1,8,,,,,
￼放 mark 3480 source,pm,Hi pm,Plz pm,1,16,,,,,
科大應否再縮減cc cred數？,人地240cred 畢業我地120,佢哋2 cred=我哋1 cred,推,2,14,,,,,
放ACCT2200 Evgeny source,"have asm ans, 2 semester quizzes pp, bk solution",,,,,,,,1,1
收elec 1010 source,Pm,Pm,有最updated嘅pp（連答案），上sem A+，有興趣pm 我,1,3,,,,,
Acct 4610 source,Pm,Pm,pm,1,22,,,,,
有冇人double major sbm/seng+math,問過math department 佢話唔洗fulfil ssci requirements bor🧐🧐🧐,你要同時fulfill兩個school requirement(sbm/ssci),yuppp,1,5,,,,,
又就來midterm啦，大家溫書未？,溫完都係爛，溫嚟做乜？跳菇好過,,,,,,,,1,1
徵小二補習,Requested,Ok,pm,1,5,,,,,
仆街LG1汽水機食錢，我最後$8先買到可樂 （有圖）,Noted with thanks,咁就一次過俾兩罐可樂錢,我通常會買茶,1,6,,,,,
有無人讀CIVL4370 希望組隊一齊溫書做功課😔😔,tg？,唔太明 希望可以一齊傾吓,,,,4,,,,
收Envr 1030 pp,有冇人有🙌高價收,,,,,,,,1,1
Free Apple gift card,去Webull開户https://www.webull.hk/s/efTb3Ha1ktP21V5KTS只要㩒呢條link開户一蚊都唔洗放 完成開户就有888 gift card只需要放10000入去 再攞翻岀嚟就得,,,,,,,,1,2
放envr 1080 A range source,pm,Pm plz,pm,1,4,,,,,
收Labu2060 source A range,Pm,Pmed,pm me if you need it,1,5,,,,,
Isom course 幾多% pass?,利申Final year 只想pass grad,,,,,,,,1,1
收FINA2203 Pl Lynn嘅source,pm,pm,Pm,1,7,,,,,
acct2200 patrick 點計parti,Pm,pm pls,Pm,1,19,,,,,
Exchange gpa,可唔可以問下係去邊間 U? 係咪學校 Nominate 你去? 🙏🏻,3.1 UK,,,,1,2,,,
civl1100 study group,考好final就無問題 背曬d slides就輕鬆,mean太高，扣少少分都好傷，雙重保險,push,1,7,,,,,
__,Pm,pm ?,係將軍澳補緊一個S4妹妹 佢想搵Phy Chem私補 有心嘅pm呀,1,3,,,搵高中Phy Chem私補,,
Hall6 girl swap房,p m,Pm chat chat,Push,1,10,,,,,
RIP 連登會員 麵咪媽,佢做咩,Push,Goop=討論區=連登,2,8,,,,,
科大應否設書院制度,"Rule of programming: if it works, don’t change it",請樓主提出想設立書院制嘅背後原因,"If it's not broken, don't fix it",2,11,,,,,
求CORE1720/SOSC1420,要交problem set唔識做 好panic,好似有唔少人都係咁,"小弟諗住入唔到呢個course, add drop過咗先去上堂, miss哂頭2個禮拜嘅堂, 求打救🙏🏻",1,3,,,,,
求Sosc 1420 source,lm🥲🙏🏻,lm想要,有冇善長人翁幫吓小妹🥲,2,3,,,,,
gym撚喺ust有咩食嘢選擇,自己煮,"Protein shake , 完",白切雞飯,1,4,,,,,
收Acct2200 petrov source,Pm,pm,"hv all his sources, 2 year exam and quizzes with his steps and model ans, 4th 5th ebook, solution manuals, testbank with ans",1,3,,,,,
mgmt david 個quiz,pm,pm,Pm,1,17,,,,,
收Mgmt 2010 david source,Pm,Up,Pm tg,1,3,,,,,
收econ2123 source,Pm,Pm,"Hv Yuen chi wa asm, mt and final (all with ans), pm if need",1,6,,,,,
收 huma 2010 quiz,Pm,Have pp and quiz,Pm if you have,1,3,,,,,
收A level Geography notes！ 急！,hkale,UK A Level? HKALE?,pm plzzzz,1,3,,,,,
收fina4423 family office source,Pm,I have,"Expired, pm again",1,9,,,,,
收 econ2123 feiding sources,"hv feiding sources asm with ans, 6e 7e testbank with ans,  textbook solution, quizzes with ans, mt final",have question bank?,hi have feiding sources? how much?,1,7,,,,,
收isom3770 mt exam,如題,,,,,,,,1,1
求ECON 3334 Wang Peng Source,Push push,同求,push,1,5,,,,,
__,pm,pm,Pm,1,6,,,收econ 2123 Fei Ding source,,
ISOM 3710 Sources,I have,Pm,"need pm me, i hv",2,12,,,,,
Ieda2200 真實，最update mt/final,都冇開 買嚟把撚,Pm if need,,,,1,2,,,
Want share chegg account 🙏🙏,Interested +1,Interested +1,,,,1,2,,,
IEDA2010 Study Buddies,巴定絲,有冇人有興趣 🖐🏻,,,,1,2,,,
收ieda2200 sources,Pm,Pm,Pm,1,14,,,,,
收IEDA2200 source,Pm,click the box,pm,1,31,,,,,
放acct 2200 lixinlei source,pm,pm,,,,1,8,,,
尋人,比我diu左,唔俾。,"星期五5,6點LTJ附近着白色毛毛嘅靚女我想要你Ig",2,3,,,,,
求Econ 3334 source,求wang peng 3334 source thanks~,有冇人有wang peng mt pp,,,,1,2,,,
Comp 1021 study partner,有人嗎,,,,,,,,1,1
PPOL 2110 grading,pm me,hey do you have source for ppol?,Pm,1,8,,,,,
想收 Econ3123 source!!!!,Pm me if have,,,,,,,,1,1
希望揾到另一半,"Your face, your fate~","ba 可以食嗰飯, 互相了解吓先。啱傾再繼續~",,,,1,2,,,
Want acct2200 Emily source,Pm,pm,pm,1,8,,,,,
收isom3260 james thong source,Dm me plz if hv,,,,,,,,2,1
收sosc1850 Yvonne Leung Source,"Want too, please dm if you have",同收,Want,1,3,,,,,
收phys1003 pastpaper,yup last sem sin hv this course,PHYS1101 好似係新 Course最多都係得上個 Sem 既 PP但印象當中大部分題目都係同 Textbook 啲題目差唔多,,,,1,51,,,
有無人打poker,come!,Pm,Hall 1,1,32,,,,,
￼搵core1240 groupmate,Pm,pm,pm,2,4,,,,,
core1240 grouping,Pm,有無人組隊🥲,,,,2,2,,,
收SOSC 1850 Groves source,pm,Pm,pm,1,10,,,,,
Ust邊個YouTuber最出名？￼,日新 科大嘅咩,想知再＃,日新帝國,1,15,,,,,
男搵男玩輕度sm,Pm,Pm,,,,1,35,,,
Econ4304 homework 2,Wanna buy answer and see see,If anyone finishes please pm,,,,1,2,,,
__,pm,Pm,Pm,1,6,,,放isom2500 lucy xia A+ source,,
ISOM 2500 sources,"hv 7 mt with ans, testbank with ans (with proof, the prof will select q from it for exam/quizzes), all asm with model ans, quiz with ans, ebook， mock",Pm,"Have testbank, quiz and exam, pm if need",1,76,,,,,
CORE1240 groupmate,pm,pm,pm,1,4,,,,,
突發！Bio soc 面臨斷莊危機！,真,😹😹😹,😘,10,62,,,,,
2-3-2023，依然得阿叔/￼白卡/nds/毒L除罩,finaboy又中,📷,你乜水呀，白卡學人扮正常人。,1,26,,,,,
Dllm九點連堂真係反人類,99+792m/12,同我大西北返去上九點堂嘅情況差唔多🤡,中學attendance早過8點嘅我表示,5,18,,,,,
已經想quit life,我覺得成功既其中一種就係喺知道自己有幾平庸 有幾唔夠人叻 都仲肯盡力將個差距縮細點講都叫做已經做哂自己可以做既野 無悔就好,加油樓主我都係咁 不過我覺得自己盡過最大努力去爭取就足夠了 人生都係求對得住自己姐,想jump，上個sem爛grade，今個sem group project 搵唔到人，仲要做啲濕鳩assignment,22,88,,,,,
兩個midterm撞咗時間,呢個真 我考咗有信心嗰個跟住另一科會跟相同%比返啲分我,正解,email prof,1,6,,,,,
Summer exchange Utrecht,Send 咗信封,Yes,Anyone ? Pm,1,3,,,,,
有無籃球L一齊組隊報比賽,如題🤔想打下比賽有興趣組隊就pm我～,,,,,,,,1,1
做project永遠係最後一批分組,加一,你無比人排斥都已經幾好今年有個lab course分組 望住有個拼音名 add drop period完左都未有人入佢組 其他組已經full哂,我次次都係咁，但唔知點解次次都好好彩同一堆女仔一組，雖然溝唔到,1,4,,,,,
收Isom 3260 source,收isom3260 source,,,,,,,,1,2
收phys1003 final,Pm,Pm,Pm!!,1,38,,,,,
__,Isom l3/4 pm,pm,core 1240 group project,15,549,,,Find Groupmates,,
點解d人仲要帶口罩？,戴口罩嘅話 唔係要見人都唔洗剃鬚,真 驚咩啫個個都好似你噉諗就冇人除㗎喇,咁咪唔好戴,1,47,,,,,
收acct3020 solution manuals,pm,想收solution manuals acct 3020 $20,,,,1,2,,,
comp 2611 hw group,有email問佢拎但未覆,"Prof話zoom冇record到,d但有send rvc link俾L1",之前有點解今個星期冇,2,6,,,,,
Exchange partner HKU vs HKUST,Ok,Hku has much better exchange partners,,,,1,2,,,
ISOM 3310 求source,求A range source,,,,,,,,1,1
收math 4321 game theory source,Pm,Have sources,(非樓主)想收lcm notes 🙏,1,4,,,,,
Hall 蛇飛,Hall 1 男 今日,,,,,,,,1,1
有冇人報左fin soc intern收到通知,我冇收到first in,Pm ?,想知有冇second in news ?,1,5,,,,,
Comp2611 L1 28/2 RVC recording,"有冇人可以share條link俾我,感激不盡🙏🏻🙏🏻",,,,,,,,1,1
收acct2200 testbank,Pm,Pm,pm,1,66,,,,,
平放year 1 source,Have LIFS1902 pp,大部分1字頭嘅source都有,,,,1,2,,,
放Econ 1222 source,"Have all Lecture notes, 8 Policy recommendation Sample, 9 Reading Materials",,,,,,,,1,1
HackUST,PM,Push,已經不是hackathon,1,6,,,,,
LANG2030 report 求source,Pm,pm,I have lang2030H source as well. Pm if need,1,17,,,,,
Cs and math,你哋通常揀cs 嘅咩electives,,,,,,,,1,1
收elec3100 sources,Pm,Pm,,,,1,11,,,
3月1後繼續戴口罩投票,就算腦部唔係真係缺氧 但係我個人戴實個外科手術口罩嘅時候係覺得唞唔到氣明顯覺得氣道唔暢通 呼吸需要用力 明顯不適 同埋個人呢幾年蠢咗你當係fake news都好啦 呢個係我觀察自己身體感覺而得出嘅結論嚟,成班東亞病夫咪戴囉,起碼我自己係鼻敏感到上堂冇停過filifeleLecture video 都有機會聽到我啲鼻水聲我自己個人觀感嚟,1,53,,,,,
ust仲有幾多人戴緊口罩,有我尊重你反對防疫嘅立場不過呢個情況唔係轉型正義解決到嘅問題,有冇聽過轉型正義我作為反防疫派已經唔多奢求啲咩但係我絕對接受唔到2年嘅歧視俾人當冇事發生過,,,,2,40,,,
Huma1000b 代寫,Pm,求代寫,,,,1,2,,,
math major,唔該哂咁多位 Ching 🙏🏻,揀就得，而家分開financial math同stat。 全部track好似都冇quota限制。 揀就入到。,基本上＞2.5 all track can in,1,17,,,,,
數據爆左，又等緊車，唯有玩goop,goop玩到,爆數據唔係應該乜都玩唔到咩,,,,1,2,,,
Acct3610 quiz,已炒,,,,,,,,1,1
want xinlei acct 2200 source,if hv pls pm🙏🏻,,,,,,,,1,1
[有圖] 科大su ig dm 冇人覆,agree多過against就無用 不如唔投 等唔夠投票率仲好,聽講唔夠票之後係會under其他組織,邏輯 ？,2,35,,,,,
斷莊有乜問題？,老鬼更加唔講啦,本身soc入面有好多omates同朋友 有soc活動果陣先會大班一齊玩 對個soc有歸屬感就唔會想佢斷,咩莊啊,2,4,,,,,
求CENG1500source,pm,100比你,pm,1,6,,,,,
__,真係唔得可以email professor,搵source或者問TA,究竟點樣可以同一個體重正常嘅科大女仔瘋狂扑野無套內射唔嬲？😭,9,13,,,ust女女質素？,,
ACCT4410 ebook,Pm,Pm,Pm,2,29,,,,,
放ISOM 3710 A source,pm,i need,Pm please,4,6,,,,,
收LABU2040 2060 source,Pm,賣A range source (include all 3 key assessments): two recommendation paper 676 and 666 2 final ppt + 1 script (776.56 out of 7777)first case script + ppt (666),Labu 2040 A range source with two recommendation report And two PowerPoint required,1,4,,,,,
收Hall6 男hall位,收Hall6 男hall位,,,,,,,,2,1
收isom2010 Dongwon Lee,Pm,pm,,,,2,2,,,
Core 1240 find grpmate,pm,過咗期，Ching仲搵唔搵？🙏,pmpm,2,6,,,,,
Huma 1000A project based sourc,Pm,Hi I have,有冇人有？,1,3,,,,,
今日小巴排長龍，但係我都唔會搭91/91m,😍,為左日日見個靚仔司機，我每日都搭巴士。,📷,2,27,,,,,
有冇year 4 會去summer exchange,即係大約5月會出？,唔好spring 申請,Summer 先申請 grad,1,9,,,,,
收acct3020 Daniel,just a kind reminder,"he is new professor, this sem first time teaching",,,,1,2,,,
最近受到很多打擊 可以幫我打打氣嗎,咩打擊？你男定女？,苦盡甘來啊,加油,1,3,,,,,
Ust 上唔￼￼j到網,上次我去問libra職員，佢好快就幫我上到,你可以去問問工作人員點部署,Lag lag lag 你個仆佳,1,4,,,,,
__,今日我上堂個TA同多啦A夢一樣樣,搵咁少錢都有女,謝謝，你也是,1,12,,,其實TA係唔係成日都食學生妹,,
放LANG1004 Quiz,Pm,Pm me if interested,,,,1,2,,,
Isom 2010 L3L4 求gpmates,p m,如題 無frd一齊讀 想搵d firm嘅gpmates一齊做嘢 唔想再俾人雷😭我自己本身係fina major 上個sem gpa過3.5,,,,1,2,,,
搵ISOM2010 L3 L4 groupmates,You pm me?,pm,1,1,3,,,,,
有冇住hall想揾飯腳,push,pm?,Hall 9 男仔 晚餐only,1,3,,,,,
Cc 兩個Huma 揀左咩course來讀？,唔得阿 dllm ，因為你條仆街仔，差啲grad 唔到 。等天收啦😊,lm,同一個sem唔可以，分開兩個sem就唔清楚喇,10,8,,,,,
如果prof. 冇到覆email，係咪應該再email多次,有冇proof？,其實要睇下professor性格，因為以前來講，學生甚至唔可以直接同prof溝通，因為prof係高人一等，只可以透過TA去問，好似天主教要同聖母講左先一樣,問佢條公式點proof,1,14,,,,,
收Comp2211 source,1,Push,Push,1,5,,,,,
收到hall 點知係double定triple room,hall2 世一，女多而高質,睇價錢,求指教有無website可以check到邊間房係double room 邊間房係triple room,1,3,,,,,
收Acct4410 source,Pm me,Pm,Pm,2,19,,,,,
收oces1001 source,Pmpm,Case studies source dm me plz,,,,1,2,,,
MATH3322 source,pm,Pm,,,,1,2,,,
elec3300 lab3,Google is your good friend,Pm,有無人放,1,3,,,,,
Summer exchange,pm?,dm?,Me,2,4,,,,,
leebyoungchan econ2123 sources,Pm,pm,"平放hv Byoungchan 3 mt, all full paper (included mc, short q, long q)all with ans and detailed steps with graph, testbank, ebook 6e 7e 8e, textbook solution, problem sets solution, tutorial ppt with ans",2,6,,,,,
收sosc 1850 Groves source,"收notes, quiz 1,2,3 source.請pm",,,,,,,,1,1
Econ2113 2123 source,pm,Hv Yuen chi wa,"have econ2113  2017-2022 exam paper with ans ＋ all asm ans + tutorial ans + all quizzes ans + testbank with ans2123 (included many years sources)have testbank, ebook, textbook solution manuals, quizzes with ans (multiple prof), past exam paper with ans, asm with ans (multiple profs), etc",3,191,,,,,
summer exchange,same person from “2023 Summer Exchange” & “2023 Summer Exchange UCB” post?,dm?,Me,3,9,,,,,
Funded trading account,Pm,講黎聽下,有冇人有玩？,1,3,,,,,
comp1022p study buddy,有無人想一齊讀comp1022p/做lab?,,,,,,,,1,1
收mgmt2110 Ellick source,Pm,Pm thx,pm me thanks tdy quota used up 🤦‍♀️,1,5,,,,,
SU￼搬去邊？,可能學city喺出面租officeSU一年賺咁多其實一早應該搬出去啦,LG5個SU辦公室摺咗？,,,,1,2,,,
有冇人summer去歐洲exchange 組團一齊玩,summer ok,PM,PM,6,19,,,,,
Core1111 groupmate,L1 form 個group?🫶🏻 我一條友,L2 差1個🙏🏻,,,,1,7,,,
收acct 2200 e-book,$25 ,"have 5th ebook, testbank with ans, solution manuals, 21 spring exam with ans, 22 spring exam with ans",,,,1,13,,,
hall 9 ➡️ tko,hall 9 female double room 想換 tko hall有意pm thanks,,,,,,,,1,1
收BIEN2410 sources,PM,,,,,,,,1,1
Hlth1010 上tennis 洗唔洗自己上堂前租球拍？,Thanks!,Okay,個老師會準備當然你自己本身有嘅話都可以自備,1,4,,,,,
__,pm,🤣,無哂信封,1,14,,,有冇ust Pokémon go人一齊玩？🥹,,
Summer exchange Exeter College,Exeter trash,Hi,Hi,3,3,,,,,
其實comp3211係咪good course來的,其實d嘢係outdate到冇人用,Pm,有興趣pm tg 一齊針下？,2,12,,,,,
Math2351 check ans,Push,Push,Push,1,4,,,,,
收Acct3610 Source,pm,Pm,"last spring A+hv all tanjing sources- last spring, last year fall exam with ans- asm ans- in class practice ans- mini quiz ans- testbank with ans over 400q, - A+ final reportpm if want",1,3,,,,,
__,Push,anyone LSE?,Decline offer 可唔可以入clearing round,3,41,,,Sbm exchange offer,,
收 Acct 2200 lixinlei source,如題，thx,,,,,,,,1,1
收mgmt3160/3170/3130/3110source,push,仲有mark 4210,,,,1,2,,,
專業代寫Assignment / CV,用chatgpt幫你,喂喂，係咪真係報咗，唔好令我失望,睇真d原來樓主已經開左名，等我報個靚警,1,7,,,,,
