参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
Summer intern 一問,自己揾嗰d要申請dept 嗰d intern course,CB3800 應該唔可以,有冇人試過cb3800 自己搵公司但reg到？,1,15,,,,,
收hkex summer ot,"係,at least 3.5 or 2:1 degree",想問下係咪至少3.5先收到,Anyone got interview after vi?,1,9,,,,,
科工用0.5鉛芯討論區,電動筆刨,鉛筆+1,,,,2,7,,,
why not me,🌫️,只想要你歡心,甚麼也不想再要,1,21,,,,,
Anyone hkex summer intern,唔同team anyway gayau!,Derivative trading operation,咩department ?,2,5,,,,,
Arro冇approve畢業禮ticket比屋企人,我冇reg guest etickets 可以點做…？,咩冇教過你嘅校長簽就仲好笑阿位在唔在位都冇教過㗎啦，一嚟上到管理層位已經唔使教書你中學嘅校長都好可能係冇教過二嚟大學有好多科，你唔係讀嗰科就唔會遇到嗰科嘅教職員/lecturer/ prof就算係嗰科都要睇下咩level，有啲prof淨係帶研究生，唔教ug,今年sem b grad 嘅一定會係個新校長簽，唔使諗,6,72,,,,,
人生的意義,應該無人跑得快過光線…,物理嚟講應該無辦法揸住光線,,,,1,7,,,
暑sem有冇zoom?,Summer sem 幾時可以reg😅 aim睇唔到,去問course leader,,,,1,2,,,
想問下病可唔可以作為exam求情理由,無用，之後就補考，但已經病左幾星期,病係考前講,試吓囉，不過大機會冇用,1,4,,,,,
Commencement 一問,ac 1個鐘,今日mgt 一個鐘,聽日睇一兩場咪知,3,59,,,,,
畢業典禮有無playback可以睇翻?,Thanks!,佢冇講up去邊,姐係呢幾日d片7月會up上學校youtube？,2,5,,,,,
Vba overall差少少先50%有冇可能拉到pass🥲,拉curve?,test fail   pj assignment都高分 最後B+,My programming skill shit ah🥲,1,28,,,,,
IS3100 試後討論區,挽你老母,擺明挽嘢,PK,2,11,,,,,
ACC Department唔出畢業流程?,是的,,,,,,,,1,1
IS2023 project grade,35.412 😂,Yes,A- 35.x seem,1,8,,,,,
__,你住hall真係住？內向唔駛社交？,因為city mk 大學 學校可能驚太kam會俾人bully,咁睇下你本身覺得住hall嘅原意係乜嘢囉我覺得搞宿舍原意係畀住得遠嘅同學唔使日日舟車勞動咁返嚟囉再加上每個人都有唔同嘅性格 即係而家一定內向嘅人就冇得住hall啦係咪？你再去問下有幾多人“玩活動”係為咗攞分return？,32,35,,,點解city無四年一宿？,,
有冇人enrol 左花旗銀行同社聯合作嘅intern,pm,hello我都係,tg？,2,7,,,,,
grant loan 係咪要每年申請一次,thank you,19/5 dead 係申請就快,係,1,3,,,,,
想問下有冇人知exam後點求情？,睇下有幾多交情啦,我識fd 係鏟上instructor 間房講數,Yes la,2,8,,,,,
CB2201 勁難😨😵‍💫,又未去到勁難嘅,Straight forward,Fake what?????🫠 so easy wor,1,7,,,,,
有冇人覺得cb2201 pp無用 根本同筆記啲嘢唔同￼,夠,夠唔夠時間做。,Agree,1,7,,,,,
急問！City求婚好地方,肯定就是你 wow wow wow,明明係你🫣,屌你呢個唔係我嚟,1,25,,,,,
有冇人CB2402 補考 professor 有冇搵你地,咁簡單都fail好難幫喎 讀多次啦,我9做都C+,啲mc 好多都唔肯定 Long Q 畫圖都係,1,6,,,,,
上台個日畢業袍入面會點著,show 肌,又唔係見工 鐘意點咪點着,都冇dress code規定 就咁普通便服自己舒服咪得,3,8,,,,,
自首洗F大法一問,其實點解會想讀1301除咗MA major嘅人一定要讀之外,或者你自稱plan to study Columbia,讀埋MA1301咁B+ 都得,2,13,,,,,
MS3127 試後討論,一齊炒,留唔留得住個B-  ？,炒得好輕鬆,2,11,,,,,
收MS3127 pp,好撚難,有冇人放ms3127 pp？,,,,1,10,,,
⛑,Pm,Dllm,唔好踩低人 然後叫人買你source,1,19,,,放CB2201 OM PP+ Cheatsheet demo,,
IS2505 試後討論,啲答案完完全全喺lecture notes搵到 好簡單直接😂,我冇話簡單定難 咁事實就係填鴨 背到就得,好簡單啦窩😂出教過個啲就話填鴨 唔係就話太難,1,7,,,,,
EF4313 Ma Yue班,但咁多題 容易計錯,雖然易,但真係太多題目,11,,,,,,
pass exam,ef4313？,如果50 佢會寫,Normally 30-40% passing rate,1,6,,,,,
有冇人知exchange 30%幾時會有,所以好神奇的等下啦,我3月就Tran晒啦,例如我tran courseSem A exchange 一月交齊transcript 5月3日先tran 到,1,13,,,,,
收IS3430 pp,Pm,放 1. 2021/22 SemB mock paper with answers2. 2021/22 SemB exam answershttps://t.me/sloth02,pm,1,12,,,,,
收cs2310/cs 2402 pp,有2402 pp,收cs2402 pp,,,,2,2,,,
收EF4313 Wayne  past paper,Pp同佢教嘅好多唔同,嗰course 好似大改過,"Sls, 你哋有冇上堂？佢第一次教呢個course點會有佢嘅past paper",1,28,,,,,
平放Om pp,Pm,Pm know more details,,,,1,2,,,
Cb2400 exam,easy,.,,,,1,2,,,
Dd前徵求兩張 11 May 1400 畢業飛,🙏感激不盡,,,,,,,,1,1
想要CS2310 CS2204 CS2402嘅source,"Hi  , hv source?",Pmed 有cs2402,有麻煩PM我🙏🙏最好有齊mid term 同Final past paper,1,3,,,,,
想要cs2204 source,Push,最好有mid term + final,,,,1,2,,,
cs2311 pp,有20/21嘅 要唔要,求cs2311 past paper🥺！,,,,2,2,,,
Mkt3603 consumer behaviour,收pastpaper🙏🏼,,,,,,,,1,1
收2505 final exam pp,Pm,Pm,Pm,1,9,,,,,
收Ef4312 pp,Pm,放,,,,1,2,,,
CB2240無抄HW CW落cheat sheet係咪玩完？,You need bear king,有咩伏？實唔同hwcw 一樣㗎 改少少好難咩？,唔係照抄架,3,23,,,,,
收 IS3430 pp,PM,放mock with answers https://t.me/sloth02,pm,1,38,,,,,
EF4313會點出,pm,派,唔同卷派grade分開排,1,10,,,,,
其實如果fail一科要defer 但係嗰科semb先開咁點？,"$3,000 ",你肯定sem A無嘢讀咪申請leave of absence ?,係咪兩個sem學費都要交晒,2,4,,,,,
MA完sem飯 有冇人join,今晚 邊到等？😌,有,幾時？,2,8,,,,,
Sem議員,已完,,,,,,,,1,1
放IS3430,pm,Pm,pm,1,11,,,,,
收IS3430 上個sem Final卷,2021/22 SemB mock paper with answershttps://t.me/sloth02,收3430 有既請pm🙏🏻,,,,1,2,,,
E business  is2505,Wow fun,有上堂咪知,,,,2,5,,,
收ef4312 po,Pm,pm,Pm,1,7,,,,,
收CB2201 exam,Pm,Pm,Pm,1,32,,,,,
收EF4313 source,Pm,Pm,pm,1,15,,,,,
畢業典禮 ￼tickets,係呀,冇填係咪當冇guest tickets,之前email有講,2,7,,,,,
CB2101 past paper,Pm,pm,pm,1,22,,,,,
跪求9/5 guest list 😣😣🙏🏻🙏🏻,halo？🙏🏻🙏🏻,要 pm thank you,,,,1,6,,,
Cb2240 python,Pm🙏🏻,Pm,pm,1,9,,,,,
收Cb2201 pp,Pm,Pm,有pp 3 份有答案,1,7,,,,,
邊個咁醒會諗住派grade之前搞畢業禮,Yes rReally don’t know hon,但係最後一科6號先考 7號就行禮，真係改得切？😂😂😂聽prof講15號之後先交嗰grade，所以應該真係唔會知自己咩hon就行😐,,,,5,59,,,
收EF3441 ef3441 Ef3441 pp,Pm,Tg preview first? Have,pm,1,5,,,,,
收CB2400,Pm plz,pm,Pm,1,8,,,,,
【有圖慎入】喺城大屙緊屎你問我答,似，勁開胃！！你想唔想試？,請問屙完似唔似城大雪糕,📷,2,4,,,,,
放EF3441 source,Pm,Pm,pm！,1,10,,,,,
收cb2400 source,pm,Pm🙏🏻,I have,1,27,,,,,
Cb3041 3 exam paper have ans,3 exam paper have ans2022A2021A2020B,,,,,,,,1,1
放OM  QB,有OM QB & PP,Pm,Pm,1,5,,,,,
☺️,Pm,pm,Pm,1,4,,,放CB2101 MA 全手寫Cheatsheet (有顏色),,
讀緊science嘅朋友有無搵intern,兩份😂，at least 30+,apply左兩份，未有消息,"搵緊data analysis,  risk management, quantitative analyst",1,5,,,,,
Grad day問題,佢唔想用自己個朵來幫你啫😂,教職員點會唔可以邀訪客（例如其他U 的教授）來觀禮,從來都無additional ticket 係想佢用個教職員的身份去提供一個訪客名額,3,23,,,,,
CB2601,Have pm,pm,pm,1,43,,,,,
收is2505 final exam pp,pm,pm,Pm,1,7,,,,,
Cb2601,Pm,Pm,Pm,1,32,,,,,
收CB2201 A source,Pm,小心呃人,放A+ source,1,4,,,,,
中咗Covid，星期四五都有考試，點算,啱啱,除非病到7彩，唔係既話戴兩個口罩返去考。,你星期五考咩,2,23,,,,,
cb2601,Pm,平放呢一兩年exam有需要可pm,Pm,1,7,,,,,
EF3442試後討論,我諗過mean應該有b,點先有b 屌,幾高wo ching,2,25,,,,,
補考,應該summer,有冇人知幾時會補考,有冇penalty?,1,12,,,,,
收EF4313 EF4314 Past paper,pm,Pm or tg @XundefinedX thx!,有4313 pp,2,14,,,,,
收GE1358pp,plz pm me,,,,,,,,1,1
Python好簡單,1302同2240係兩個世界,照抄A,上個sem出pp,2,21,,,,,
__,Pm,Pm,Pm,1,16,,,收cb2601pp questionbank,,
2101 $15 ppx3 + QB,PM,,,,,,,,1,1
CB2240考試討論區,世界與我無關,唔諗了 已經完sem,個人覺得ok,1,3,,,,,
收is4538 pp,收,,,,,,,,1,1
收Is3430 pp,收 source,Pmmm,,,,1,2,,,
收phy123 pp,建議樓主快啲搵我，我幫一幫你,你下年3202點算...,1203 d equation 係 dse lv 嘅 basic 喎,1,8,,,,,
Ge2129 2023,59,56,Quiz 1 分數幾多？,1,3,,,,,
$200 收EF4314 past paper + MC,有就pm,,,,,,,,1,1
有冇人有 phy1203 功課嘅excel？,睇佢marking 似係想我哋答 'not a good model',"btw, assignment 4 2c 仲未比佢convince 到 'not a good model'",有咩唔識幫你溫,2,6,,,,,
__,我之前係TA,唔早啲講?我有source,八成係撞😂,2,4,,,PHY1400,,
收cb2601 pp,Pm,Pm pls,放2份exam paper with ans,1,16,,,,,
GE1202 試後討論,結果呢科B咗🤦🏻‍♀️,密集式🫣,出佐十幾條保險,1,4,,,,,
收cb 2240,"pm me pls, no quota",Pm,Hi,40,,,,,,
IS3430 $3000請槍代考,推,推,推,1,5,,,,,
Minor CS or IM,咁我大致明白了 唔該曬各位ching🙇🙇🙇🙇,邊科nds少？😂,警世唔好讀cscs太多nds，加上cs department限制A range最多15% 讀cs你鬥唔過一半nds你就爛硬grade利申自己cs科科食B，唔計cs course cg有3.9x,2,7,,,,,
收Cb2601  source,pm,Pm,Pm,1,19,,,,,
收AC4391 notes and past papers,1,,,,,,,,1,1
"收is2023, is3430 past paper 🙏",Pm,Pm,Pm,2,40,,,,,
收ef4314 source,Pm,Pm,,,,1,86,,,
EF3320已出grade,Overall?,有啦 上sem final 6X 都有B+,80希望有A range🙏🏻,1,7,,,,,
放CB2240 Python pp,pm plz,Pm,"Pm me pls, no quota",1,4,,,,,
收2101 MA pp,Pm,Pm,Pm,1,8,,,,,
收EF4314 pp,Pm,pm,Pm,1,31,,,,,
有冇人收到EY audit intern offer?,Yes,Yes,係咪email send嚟好似Google form咁？,1,6,,,,,
收MS3304pp,同求,,,,,,,,1,1
is2023試後討論區,大家覺得如何,,,,,,,,1,1
收 Cb2201 pp,Pm,pm,Ok,1,13,,,,,
求EF3441 exam past paper,pm,Pm,Pm,2,12,,,,,
收IS3100 20pp,buy/換2020pp.,冇啊，用2021換,有2020?,1,5,,,,,
GE2129 quiz 1分 mean 42.01,55,46,49,1,5,,,,,
收5/8 一張畢業禮guest e-ticket,Pm,Pm,Pm,2,7,,,,,
make up exam,pish,OMG u r bear king? 🐻👑,Bear king夠未呀屌你老母,1,9,,,,,
收EF4313 Shan Zhao past paper,Hi pm?,,,,,,,,1,1
midterm fail左 係咪一定F,多數係30% 利申讀cs,Stat 20%,有啲講明 50 like MA,1,17,,,,,
收is2502 final,Pm,Pm,pm,1,88,,,,,
收Acct七號畢業禮Quota,pm,收mgt 七號畢業禮Quota🙌🏻,Pm,1,4,,,,,
放 IS3100 Techniques for Big Da,pm,Tg: https://t.me/hehehaha1234789Hv proof,,,,1,2,,,
收ef3333 pp,Pm,pm,Pm,1,34,,,,,
放IS2502 Final,Pm,Pm,"$20 with full model ans Pm me, no quota",1,3,,,,,
收CB2101 MA pastpaper,Pm,Pm,Hv ar $20 pm,1,12,,,,,
收is2023 pp,pm,Pm,Pm,1,8,,,,,
畢業個日可唔可以帶其他人入？,係咪帶人入campus都唔得？,希望最後一個Sem 啲tutor 唔好搞x 大家,咁有冇得淨出席唔上台..🥶,7,54,,,,,
IS2023 mobile application 可以點溫,Pm,Pm,Pm,1,28,,,,,
收Cb2500 exam pp,Pm,Pm,Pm,1,18,,,,,
收is4538 pp,pm if you have,,,,,,,,1,1
CB2203賽後討論區,5月16日,幾時出grade,我好似差唔多,3,45,,,,,
平放MA pp  $15,Pm,pm,"平放3份exam paper, extra qb",1,8,,,,,
收7/5 guest ticket🙏🏻,同收,同收,,,,2,,,,
收EF3333 要有答案,No quota pm meeee,Pm,Proof,1,7,,,,,
收EF3331,有答案,放 有答⼂⼂乛乛,Pm,1,16,,,,,
收CB2601,Have,Pm,please pm me if you have🙏,1,3,,,,,
收CB2505 A range source,Pm have ans,pm,pm,1,4,,,,,
ma1503 陣亡區,No,no,ma1503=ge1359?,1,6,,,,,
__,Pm,Pm,A+ here,3,12,,,cs2311 exam 請槍 開價,,
is2023點樣溫書,pm🥺,pm,放2023 你睇完就識溫,1,3,,,,,
收5/8畢業禮ticket兩張,放,hii,我放兩張,2,9,,,,,
2023畢業禮係幾時,Template :不滿學校畢業禮的訪客安排致 香港城市大學周亦卿研究生院 、香港城市大學校友聯絡處、香港城市大學教務處畢業典禮本是大學生完成4 年學業，親友與莘莘學子普天同慶迎接人生新篇章的日子，但是學校的安排卻不盡人意，除了父母以外，其他親友對於同學成長路上亦同樣重要，畢業禮當天只能讓經網上申請的兩位親人入校觀禮，而其他親友不準入校與學生合照，那麼畢業禮還存在什麼意義？ 因此，我們認為城大應參考其他大學運作模式在畢業禮當日開放所有畢業生親友入校拍照，況且疫情已平穩，更加應該不設限制地讓同學與各親友在學校紀錄美好時刻。       敬祝鈞安                     城市大學xx系大四學生 xxx 謹啟2023 年5 月1 日,Template : 不滿學校畢業禮的訪客安排致 香港城市大學周亦卿研究生院 、香港城市大學校友聯絡處、香港城市大學教務處畢業典禮本是大學生完成4 年學業，親友與莘莘學子普天同慶迎接人生新篇章的日子，但是學校的安排卻不盡人意，除了父母以外，其他親友對於同學成長路上亦同樣重要，畢業禮當天只能讓經網上申請的兩位親人入校觀禮，而其他親友不準入校與學生合照，那麼畢業禮還存在什麼意義？ 因此，我們認為城大應參考其他大學運作模式在畢業禮當日開放所有畢業生親友入校拍照，況且疫情已平穩，更加應該不設限制地讓同學與各親友在學校紀錄美好時刻。       敬祝鈞安                     城市大學xx系大四學生 xxx 謹啟2023 年5 月1 日,Send 去 aro@cityu.edu.hk,1,7,,,,,
放CB2500 pp,平放2份,Pm,Pm,1,9,,,,,
收IS3430 pp and A range source,我都要,want too!!!,Want pm,1,4,,,,,
收MKT3601 A+ sources,pm,Last sem A,Pm me,2,5,,,,,
放7/5 Acct畢業禮 Guest ticket,Pm,Pm,Pm,1,15,,,,,
放CB2500 source,Pm,Pm,Pm,1,21,,,,,
放A range PIA3109 essay,有意PM，聽講呢科都幾多人Fail，幫fd放,,,,,,,,1,1
聽聞PIA4127同PIA3123都F左唔少人,咁燥底 你F左？😱,聽佢老母,係咪真？我見有啲人冇點上堂 跟住兩次quiz都接近mean或者過mean 但係都F左 呢個分數唔係最多爛grade咩？點解會F咁嚴重？呢科冇拉curve？,1,3,,,,,
收IS3430 final,要final🙏🏻,,,,,,,,2,1
收cb2500 2400 exam paper,Pm,Pm,放practice pp 平放,1,8,,,,,
收CB2400，2500 Exam pastpaper,pm,pm,,,,1,4,,,
$30放 Python PP,Ok,冇信封,Pm,1,7,,,,,
sdsc4107好易,好難,好易,？？,1,4,,,,,
有冇人覺得今個Sem嘅卷難咗好多,幾多個人食爛grade 同 F 呀,以前啲學生廢咪出簡單啲 依家啲學生勁返 咪出難啲,By my frd,1,11,,,,,
轉科一問🙏🙏🙏,有心唔怕遲 祝你好運🫡,升yr4可能唔會approve,點解升 yr 4先嚟轉,1,8,,,,,
有冇人諗住問Professor啲Coursework幾多分,有冇人試過appeal 成功,請自量🥲,咩dept咁慘呀🙈,1,20,,,,,
☠,大伏,pm,pm,8,75,,,想知ef3331係咪伏,,
MA2101 平放ppx3 + question bank,Pm 同放,With ans,$35 for all Dm me,1,3,,,,,
收cb2100,放,放,收,1,3,,,,,
cb2100 exam,好難,🐻,上年sem B overall 97%拿A+可以參考下,1,5,,,,,
收is2023 pp,Pmed,Pm我,有,1,4,,,,,
year 4 f左左科有冇機會求情😭😭,碌返上少少🙈 我有輕輕講過的～,Sure 試過出grade後先求 只有檸檬,同passing mark差唔遠都仲有機,5,38,,,,,
收 ef3333 Ho Wai Ho PP,Pm,Pm,Pm,1,24,,,,,
EF4331 試後討論區,呢個係Q1,Same haha,"Part A 係咪佢話應該會break out 7.75-7.85, 所以買一樣數量嘅call and put, b 就應該淨係買call",4,19,,,,,
放2203 3410 sources,Pm,要,pm,1,48,,,,,
Cb3410 James 係唔係仲未派￼mt,"好似要email ta,同佢講佢就會話俾你知幾多分",Email 過佢 但係佢冇覆過,喺Canvas好似搵唔到？,1,3,,,,,
收IS2505 pp+ans,pm,pm,,,,1,11,,,
其實大學啲卷係邊個改？,TA定instructor 唔同人黎,Prof. 會俾 dept啲文書改卷添啦！之後有部份文書工作又會俾返phd做，但咁其實違規,Arro>>dept,2,27,,,,,
CB4303 GG區,其實佢都係想分享下啫 單計第一題 要寫佢ai個答案出嚟 兩個鐘都唔夠啦 只要有喺external analysis嗰課抽concepts出嚟 再放落table我又唔覺有咩唔得,CB4303好撚易wor,都係兩個鐘做姐,1,63,,,,,
收 CB2203 pp,Pm,pm,Pm,1,16,,,,,
IS3100 big data 扣曬啲分,係咪因為一樣,佢有冇講原因,me and my friend same,1,5,,,,,
MKT3601 exam source,"grade A source ,pm me",Pm,Pm,1,6,,,,,
ma1201已死,上幾年online，難好Q多,"除左有題要用解釋surface area 個 integration早點黎, 其他好似反而易過上幾年",真心覺得今年算易...,4,5,,,,,
收IS2023 IS3430 Source,pm,pm,Pm,1,28,,,,,
收CB2201 OM exam pp,Pm,樓主呢度放就係到講埋有邊年卷+被信封,,,,1,2,,,
收cb2100 FA pp,pm,Pm have,Pm,1,5,,,,,
收ef3320 exam,放test bank $30,pm,放3320 pp,1,21,,,,,
City邊度買朱古力？,我前日都分開🥲🥲,taste啦,屌你咪撚戇鳩,1,6,,,,,
收2203 pp with answer,Pm +1,Pm me too,同問,1,4,,,,,
放sdsc2004 pp,hi,pm,有意pm我,1,3,,,,,
收cb2100 pp,Pm,Pm have,Pm,1,11,,,,,
收cb2101 MA exam paper🙇,Pm,Pm,Pm,1,59,,,,,
__,收,,,,,,,有冇人有COM3115嘅 sources,1,1
LW2903 定MKT 3601？,Pm,lw 2903 有 A source 可pm,Pm,2,45,,,,,
Cb4303 唔識做,隔離話好有用wo,佢啲source垃撚圾 自己做仲好過佢果啲 仲要佢都係用Gpt gen出黎,本身都唔識 買完又唔識用source,2,17,,,,,
收CB2203 GE1202 pp,Pm last sem a range,Pm,Pm,1,13,,,,,
收Cb2201 Cb2400 pp,Pm,收om,Pm,1,10,,,,,
你地vba test 幾多分,做好bear project,唉,on99 第一次考試負分,1,36,,,,,
2203 $10放,pm,Pm,有ans？,1,4,,,,,
有冇人覺得EF4314好難,"睇嚟你都未讀過EF4822,4327",呢科容易啦,如題,1,3,,,,,
收CB 2101 2400 2500 source,Pm,pm,Hv 2101 pp,1,9,,,,,
CB3044 Dllm區,pk la,準備retake,Must b+ or above,1,7,,,,,
