参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
Isem/Isbi electives討論,😉,咁就唯有揀其他🥲,🐏,有frd讀過 靚grade但真係閪,😉,有無人知Q字頭教個個伏唔伏 睇佢d email語氣都寸寸地 想讀個科但係驚係閪女人,1,3,,,,,
普通話老師邊個好,🐃,雖然閻美蘭好煩 好多規矩之類我都畀佢鬧過但佢真係好認真教書跟佢學嘢有skill 易明同學快咗同埋之前我早到 同佢傾偈真係feel到佢係個好有heart嘅老師不過老師呢家嘢都係人夾人想hea讀咪避開佢👍🏻,🤗,可能有人覺得閻美蘭比較煩 但真係會feel到佢好認真教 佢會wts開群有重要嘢就會提 所以唔洗驚有嘢漏 有乜唔明課外揾佢補課都好樂意,🍎,朱有梅很nice～,4,9,,,,,
點解paper&coffee搬左地方之後d炸雞細左咁多,🍥,😮😮😮😮😮😮好耐冇去過舊can乜都唔知,💀,叫rice paper,💀,搬咗去舊can入面,1,7,,,,,
Fine3006 assignment 一齊研究吓￼,🐈,Pm,🤓,pm plz,🍀,Pm~,1,12,,,,,
Add drop,,,,,,,,,,,,,
有冇人識做busi 2045 project？,TC000,Easy la 阿sir都email講左要做啲咩 重要問。。,🌲,唔識+1,👹,一齊傾下？唔識+1,1,5,,,,,
ISEM2006 present,JO,我都想問,😩,lecturer話唔好全部講自己點做個project，最好要講翻點sell個app.唔係好明，有冇人可以講翻present內容大概係點，多謝各位😭,,,,,2,2,,,
求GTCU2006俠義精神source！！！！！,😋,感謝!!!大6勁多無腦武俠電視劇 是但搵條嚟寫先😂😂😂,🙂,🤣寫到，靠你吹水，只要你覺得唔合理就得，唔合理就改,😋,想知多啲框架姐 你地識寫係好叻豬 但係比需要多啲方向感先落到筆嘅人問下又關你咩事呢😅？你識寫你覺得outline好清楚 祝你拎個A先～,2,25,,,,,
傾1055 book report ?,🐚,Hi,🐷,here,🐚,Pm,1,3,,,,,
有冇人有睇陳蕾？,Hahahahehe,飲住酒聽幾chill~,😲,好正😍😍😍,,,,,2,2,,,
hrm elective邊科好,😬,同問negotiation 有冇人讀過好唔好 workload點?,🍓,sem2開得幾科 negotiation定employee wellness好啲？,,,,,1,2,,,
大英轉section,萬分感激,"大英II Section67想轉53/57,有冇人想轉🙇‍♀️pm pls",🐴,UCLC1009 section26想轉 17 薄酬,Uhhuh,8轉7,2,23,,,,,
ucpn reg邊嗰好,🐣,Push!!!,🐄,同問,🐈,Christopher young kill唔kill，只求有b rangethx,1,3,,,,,
UCLC1009 轉section,🍩,26想轉 17 薄酬,中本悠二,有冇人可以45換48？,Biubiubu,我18想轉19 or 22,2,24,,,,,
有冇人reg human 新科 Acting,😱,push!!,😱,可以簡單講下呢個course 嗎 對acting 有興趣想當free e 讀,😏,求相認,2,3,,,,,
求BUSI2035 section 4,🐮,有section04想換01🙇🏻‍♀️,,,,,,,,,,1,1
有冇人讀過So Shu Kong嘅astronomy?,🙄,"唔難 舊年hw同exam大部分MC黎😂內容都幾廣,中間會講恒星既演變,主序星超新星嗰啲 唔重數利申A",😢,有時buniport個course outline同真嗰個唔同，想知會教咩，同埋assignment同exam難唔難？,,,,,3,2,,,
"普通話推薦reg 邊個course ,thx～",🍠,1026,👴,唔識拼音，但讀可以,🍹,有底定冇底先,1,5,,,,,
course feedback一問,🙆,咁恐怖😱,😣,會既 有試過大中朱少璋覆我🤣,🙆,寫course feedback嘅內容其實個lecturer會唔會知？好憎某個lecturer，想寫feedback鬧佢,1,3,,,,,
有冇咩free electives易讀？,🌱,Final year要趕hon pro最好可以唔洗exam🥹求唔會爛龜就得,,,,,,,,,,1,1
求LLaw3007 ￼section 4 薄酬,TC000,Llaw 3007 section 3轉4,👩,section 3 想換section 4 🙇🏻‍♂️🙇🏻‍♂️,,,,,1,4,,,
isem 有冇咩intern 好做,🍚,I just done AC Monday,🐖,jp morgan,🍚,Goldman Sachs,3,5,,,,,
Econ Chan Kar Lun,😝,Push,🎉,Econ1006嘅Chan Kar Lun kill唔kill？教得好唔好？,,,,,3,2,,,
大英Lai Siwei 好唔好,🐯,見佢個名好似係Come form 內地，唔知好教得好唔好,,,,,,,,,,1,
llaw3007 轉section,TC000,Section 3想轉section4🙌🏻🙌🏻🙌🏻,TC000,Pre reg轉到？,👮,Section 1想轉section 2🙌🏻,1,6,,,,,
Busi2035 Albert / hwang S H好啲？,🌸,albert幾好人 堂堂早放 不過未知俾分如何,👲,Agree,😙,Hwang Seok -hyun 唔好,1,4,,,,,
🌜,🐴,same,,,,,,,,,想問UCLC1005大中 dr Hung Chi Kum 伏嗎,1,1
🌸,xDdd,Mr Lau Chun Fai點,🐁,佢幾好人，真心想你學到嘢，不過grade有啲爛,🐿,同問law yuen yi點,2,29,,,大英邊個好！,,
UCLC1009 S7轉S8,Uhhuh,大英,Uhhuh,🙌🏻🙌🏻🙌🏻08轉07,,,,,1,2,,,
LANG2065,🌯,有冇人讀過LANG2065? 好唔好讀？會唔會勁難同勁爛grade?,,,,,,,,,,1,1
llaw 3007 3轉1,🍬,有session1想轉2😭,🐣,有冇人要section 3🥲,,,,,1,2,,,
大英 Emma Zhang kill 唔kill,🍅,幾好人，啲同學上堂傾計遲到佢都冇出過聲我成日走堂 第一份asm A咗上佢堂可以zoom住掛機 今個sem我想reg返佢都冇得reg,,,,,,,,,,3,1
BIOL2027 調section,😴,有問人系biotech 小伙伴？ BIOL2027 放02001 換 02002 有意pm,,,,,,,,,,1,
GTSC2016 reg唔reg得過？,😚,睇excel冇資料，有冇人讀過覺得點？,,,,,,,,,,1,2
有冇讀Science 嘅師兄師姐？有問題想問🫡,🎍,Cs lm,🌰,？我 bio,🐥,想問咩？😂😂 利申：Chem,1,6,,,,,
Mktg3005求救,💃,mkt research真係好難🥲🥲🥲有冇人識,,,,,,,,,,1,1
有冇人大英上過Victoria?想知佢係點？,😱,Thank u!!,🐖,Yes,😱,Victoria rose?,2,4,,,,,
fail科一問,🌹,ok thanks,🐵,睇6.6,🐵,https://handbook.ar.hkbu.edu.hk/2022-2023/general-regulations/undergraduate-degree-programmes-1#section-6,1,13,,,,,
收 BUSI2036 嘅 group project,😤,如題，想要BUSI2036 B或以上嘅 group project sources，感激,,,,,,,,,,1,1
BU 開個hiphop 嫂有冇得諗￼,🍘,有！,🌞,💥浸大嘻哈開始招莊啦💥無論你係好有經驗嘅低調系，定還是咩都未試過嘅新仔只要對Hip Hop文化有興趣並且有熱誠想搞活動 做創作就歡迎加入我哋 有興趣嘅同學可以去IG Bio填Google form，亦都歡迎IG DM查詢🙌🏻https://forms.gle/Cymt8MSLew7XPhVV9,🐯,有,1,8,,,,,
有冇人讀過animal physiology?,👹,同問,😂,Environmental science,🕵,你咩major,1,4,,,,,
收 isem 3006 data management,Jkkzkkzkzkz,Pm,Jkkzkkzkzkz,Pm,🍉,平賣 pm,1,12,,,,,
Advanced communication,🍦,有冇education/pgde buddy reg 咗？,,,,,,,,,,1,1
BUSI3046 轉section,🐰,放section 3 要 section 1🥲,😿,放section 3要section 2,,,,,1,3,,,
求ucpn1005 換section,🍉,04 換 05,,,,,,,,,,1,1
busi4006有冇section2/3？,😐,04想轉其他🥲🥲,,,,,,,,,,1,1
⛑,emilkaiII,ok,🤐,Pm,🦁,pm？,1,12,,,買COMP2027 Source,,
🤐,😎,見你咁誠實就比你啦 你email呢個就啱㗎啦,😎,ugs@hkbu.edu.hk,😽,即係同一科最多2個F,1,12,,,Core 最多可以fail幾多次？,,
Isem2006 Python 哭喪區,🍘,啲題目佢quiz 同 exercise 出過,😪,想問retake資訊 唔知合唔合到格😄😄😄,🎉,最後一版嗰兩個table完全唔知做乜鬼😂😂,3,10,,,,,
ucpn section18換section8🥺,👷,push push,🐇,求section 8 +1,,,,,2,,,,
sem2 uk exchange,🌭,我同你同一個sem去呢...,🌵,想問下你當時去係點比錢～ 到當地先開銀行？ thx 🥴,🌭,其實你拎特區護照入uk係免簽...,1,8,,,,,
代做Python/ Data analysis,🍸,"外國Software engineer代做Python programming (Numpy, Pandas, Matplotlib, Seaborn)* 		Data analytics* 		Data Analysis* 		Data visualization* 		Statistical analysis* 		Descriptive Analysis* 		Predictive Analysis* 		Prescriptive Analysis有意pm",,,,,,,,,,1,1
有冇人讀緊money and banking!!,🐪,借問聲難唔難讀,😼,嚟緊一唔一齊做assignment 3🫠,🍥,here,1,3,,,,,
留星座+MBTI識人,🌱,處女 istj 22巴,,,,,,,,,,2,1
有冇人讀comp3047讀到頂唔順,🍊,可唔可以吊頸死算,emilkaiII,又有assignment3開心,emilkaiII,師兄想問下要點溫,2,9,,,,,
Study Partner!!!,😷,Year2 ba Hi,🍝,Pm,🍝,Pm,3,85,,,,,
🦄,🍄,Same,👻,呢科好似好易爛grade 😿,👻,"Same too, pm",2,4,,,求Fine3006 past final source 🙇,,
GFVM1037 attendance 嘅code,炸蝦尾龍骨,想問點樣pm 新手用唔係好識🫣🫣,👽,pm,🐉,一堂剔2次有冇人有2？我淨係剔咗1可以交換,1,3,,,,,
ISEM2006 test 問題,🎉,佢話work alone同no search python program through internet，佢會知你有冇search同交流咩？有啲驚,,,,,,,,,,1,1
HELPP!有冇人識用Rstudio？🙏🏻🙏🏻,🎈,Yeah,,,,,,,,,,1,1
Exchange apply一問（！）,🍁,Save過佢應該會有email俾你 可以18號2359前交～,🐸,真 我就夠鐘先交 跟住佢唔俾我交 所以我份申請遞唔到上去 有冇人知可以點算🥲🥲🥲🥲,🐭,寫話500字 然後實際就計3000粒定2000粒字 打完見到真心覺得on9,3,6,,,,,
Year 1 Science 揀Major,🐦,冇既話有minimum requirement就揀到,🐦,唔知今年有冇,🐦,曾經有一年唔係，有一年限咗每科人數,3,59,,,,,
😈,🍘,想聽,🍱,淨係知soong多靚仔,🐘,知你就講啦,1,6,,,四呵聯層最多爆料,,
2045,🍍,低價出售有意pm,😮,歡迎格價 散買/reference/代做都可以,😮,https://t.me/hw_cu,1,8,,,,,
BUSI3055有冇人上過,🍪,想問下grading😨,,,,,,,,,,1,1
求isem2006 past paper😢,⛑,跪求上年past paper 🙏🏻🙏🏻🙏🏻,,,,,,,,,,1,
3006,😩,pm,TC000,$?,🌹,Pm,2,7,,,,,
有無人去新加坡exchange?,🍞,icic thxxx🫣,🌹,聽講上年有個3.7,🍞,但係都係想知大概個range🫣🫣,2,11,,,,,
有冇double concentration 成功既人🙏,🙂,pm🙏🏻,🍳,有 isem and mkt 想問咩,🙂,想問下野🙏🏻🙏🏻,1,3,,,,,
Fm想問關於past paper/source嘅問題,🌯,Bu 個個past paper website 冇update 好耐,🌯,只可以靠師兄/姊俾你,🌜,由於小妹我冇mid term 亦未喺大學考過試 想知大學係咪都係有past paper 可以做？讀咩科都有？可以喺嗰度搵呢？唔該晒各位,1,3,,,,,
uchl1057 section1,⛑,hello？,⛑,dm？,⛑,可以啊~,1,7,,,,,
討論GFHC1055 asm,🍬,寫咗factory，唔知係咪啱……,😍,公司法唔似ans,😍,所以你寫左咩？,1,7,,,,,
放BUSI4006 Exam sources,🌻,Push,🌻,Push,🌻,如題，有意pm,1,3,,,,,
收business law in HK 6th書,🐱,push,🐱,Push,,,,,1,2,,,
Minor作用,🍓,咁如果係Major Math & Stat minor Finance呢,😟,"睇科，eg, 你finance minor Maths咪有幫助",🍓,如題，其實讀Minor對搵工有冇用？點解有/冇用？,1,3,,,,,
😨,👾,😂,🍨,幾gfable先😏,😬,Me,6,11,,,一人一個BU gfable嘅A,,
Exchange scholarship 一問,🌮,Lol,👺,你直接踩上七樓問啦,🎍,Lol,2,7,,,,,
有無人知啟德校園2023後會點🥲,🙉,For唔知發生咩事嘅人：ava嚟緊2023年9月租約期滿 政府唔知會唔會繼續畀bu租 喺2013年曾經政府諗住加租迫遷 後尾好彩冇事,😤,Ava? 我覺得每次行去返學都攰到想死就真 又多樓梯上次上堂無端端天花板成塊石屎跌落嚟 嚇死成班同學同prof,,,,,1,3,,,
收 life is a game GFQR1035,Pred,不求a range🙏🏻🙏🏻,🍹,收 life is a game GFQR1035 source Thanks!,,,,,1,2,,,
有冇人知道bba嘅bloomberg lab係邊？,🦄,感謝！！,,,,,,,,,,1,1
放busi2045 assignment 3,gonjai,https://t.me/plolpq,哦喔哦喔哦喔,pm,🙉,pm,1,56,,,,,
2045,🐤,Hi,YC0000,Hi,🌻,pm?,1,4,,,,,
COMM1015 score,🐔,死main狗,🦀,大家都想拣乜专业,,,,,2,4,,,
收GTSU 2037 quiz source,🐹,Up,🐹,Hi,🎃,Dm出價,1,4,,,,,
GFHC1055,🦂,唔肯定，因為係話要跟坐係邊嘅位置順序寫,🙏,系咪記低邊個有發言阿？,🍿,+1 我由頭走到落尾,1,12,,,,,
🌝,🐽,呢度冇可能有人答到你 決定權喺course instructors度,🐆,"In the add drop period, which is the first two weeks of school, can I use the zoom to launch the online classes",🀄,咩意思 用zoom add drop ?-?,4,,,,add drop可唔可以用zoom,,
BU轉校難唔難？,🐿,不過都係幾年前嘅事了,🐿,但最後冇要到啲offer🤣,🐿,I mean Year 1 個陣 tran,2,22,,,,,
prad2026 急揾代做asm,🍋,Still need?,😠,如上 急🙏🏼,,,,,1,2,,,
有無人想識下朋友🙇🏻‍♀️,🌽,Hii😆,🕵,有冇人系Bba,myip,有冇人係傳理學系？,2,37,,,,,
想知嚟緊sem break1 ￼幾時,🍄,google 下,🍄,睇BU academic calendar 就知,盆,Push,1,6,,,,,
有冇人讀Econ3096 Casual Inference,👹,介唔介意留個contact!,🐃,聽唔明個啊婆up乜🥲,🐃,有興,2,4,,,,,
Soong呵邊層最多靚仔？,🐧,Kam lun Alex,🍌,每次講柒嘢都唔匿名,🍌,你收嗲啦 10樓kam撚,1,4,,,,,
有冇人想討論1055 asm ?,🐤,pm,🍄,Hi,🍍,Pm,1,4,,,,,
收GFHC1005 sources,😤,Up,,,,,,,,,,1,1
有冇人覺得今屆dramsoc莊好廢,😐,想知,😮,🥜🥜,☺️,想知,2,13,,,,,
想drop lang1026 practical pth,😌,咪係,😌,Y...,🍺,咩料呢科都唔計gpa,2,6,,,,,
☠,🍷,收皮la leo,😗,收聲啦henry,🍷,No ar dllm,1,4,,,有冇人有尿袋或者iphone線借🫠,,
有冇人報中文系master？,🐃,how to contact u ching,🙈,ok,nnnrrr,how about private chat？,1,10,,,,,
住hall 有邊間打冷食得過,🌵,一律建議聯合興,,,,,,,,,,1,1
ISEM3006 group mate,👮,Requested,ccc20,pm,👮,Requested,1,7,,,,,
🌸,🌵,Pm,☠,Mkt Year3 想識朋友,😃,mkt yr2 識女仔fd~,1,11,,,想識fd,,
今日使唔使返學？,💁,返八半先慘 橫風橫雨返到去得幾丁友不如zoom咪算,🍫,建議啲prof都應該負下責任，唔返黎都應該email通知🤧九半堂個個都返左黎，唔係staff幫手聯絡prof問佢喺邊都唔知佢無返。十一點先sd email通知笑死,YC0000,負下責任啦 下下都走 唔好讀啦,3,8,,,,,
🌞,😤,建議早啲約,👽,即日覆你，已經好俾面,🤐,人地prof 好得閒咩 又唔早啲約,1,4,,,急！！ Professor 仲未覆email,,
收econ1007 source,🐃,B range 50A range 100,,,,,,,,,,1,1
Grade 對應分數一問,😽,UCPN1005就係absolute 講到明90 a range 80 b range,🐒,但點知每個grade對應既係咩分數🤔🤔上網好似冇？,💂,"以我所知 基本上bu無咩科係唔會無拉grade, 以前讀math1025考試考到成pat屎 幾題空左無做都拎B 如果係計absolute 係一定無B",3,6,,,,,
有冇人take過GTCU2025？,🌷,星期五11:30am果個section,🌷,section 1!,🐮,而家Take緊🙈同學係section幾,3,5,,,,,
年中轉major,🍜,Thxx 真係好多謝你，祝靚grade,🍮,睇埋你個programme 同Faculty/School肯唔肯放人,🍜,Understood thxxx🥹 我而家只係只緊佢其中一科，如果下個sem drop 到而家major 嘅core 嘅話，我會用嚟讀想tran 嘅major 嘅core，如無意外應該可以跟翻人哋嘅schedule，唔使defer 🥹 唔知咁樣說唔說服到,1,12,,,,,
低出席率/走堂？,凍撚死少甜,有A,凍撚死少甜,唔多，走得多過你石A,🤑,10堂走4 堂會唔會算多🤔,1,8,,,,,
ORGC Hon Pro搵人,👿,再推,👿,push,👿,自推一下,3,7,,,,,
放BUSI2045 Data hw2,👿,Hi,😄,"平source ,歡迎pm",🦂,Push,1,20,,,,,
Acct 1005 mid term pp,☠,求source thxxxx,,,,,,,,,,1,1
放busi 2045 data R midterm ans,🎈,pm,😻,Pm,🎈,hi,2,52,,,,,
揀Major 一問,🙏,"上年佢係話過requirements 就okay, 冇fixed qouta,但math記得要讀comp，如果冇之後好似要補返。btw今年唔知有冇變!",🍹,是咁的，小弟係讀緊Year 1 既Science Freshman，家下暫時未有Major住。想問下如果我想入Math & Stat 呢個Major，係咪達到佢個minimum requirement (i.e. CGPA 2.0 同埋 C grade in MATH1025 Understanding Mathematics and Statistics) 就穩入？定其實唔係，係鬥高CGPA咁揀人？每一個programme既quota會唔會有上限？Thxx!!!,,,,,1,2,,,
求BUSI2045上個sem midterm嘅兩個csv檔,🍹,Pm,🍥,有source can pm,samhi,Pm,1,15,,,,,
BU 邊個Soc多靚仔,😷,Pe 同 commu😂😂,🍄,莊員質素都好重要！,,,,,2,,,,
收business research method,🍥,Pm,JO,Pm,🍥,Pm,1,10,,,,,
有底讀Japanese 1入嚟,👸,我都係🥲🥲🥲,🍍,唔緊要N1合格都差唔多俾佢扣埋啲on9位💩（E.g.漏寫標題拼音）,👸,利申N5合格（高過合格線好多）收到作文得一半分，好大打擊。有無人都係咁？,1,3,,,,,
想要郭俊希ig,Halohaaaaaaa,女？,😰,對波睇落好大🥵,,,,,1,2,,,
有冇人讀過life is a game￼,🍢,有機會～但最好係做item,🍱,想問project做graph有冇可能攞高分？,🍒,Pm?,4,25,,,,,
想收FREL，FCVM，ELSS，BUAD的sources,💀,以上幾科的往年pastpaper&ans都收，詳請pm我,,,,,,,,,,1,1
LLAW3007 A grade sources sales,😝,"PM again~  I want, thanksss~",Ydvins,Sell A grade source,😏,Interested with it ~ still available?,2,105,,,,,
想問吓獸醫有冇得walkin去睇🫠,🎅,打電話問左有冇位先,,,,,,,,,,1,1
Geog,😝,唔會。不過諗清楚點解想揀GEOG先。走咗好多資深老師，短期內都未必請到；有啲幾年前走，到依家都fill唔到…,🌳,認真問中學無geog底 揀geog做major會唔會死得好慘定係都可以讀到,,,,,1,2,,,
非宿生入去hall,🙏,好似1個,😅,請問依家非宿生入去hall係咪都要宿生拍入去？有無話最多拍幾多個？唔該哂,,,,,1,2,,,
☠,👷,Thanks ching,😼,算易,,,,,1,5,Germ1005 mid term test,,
尋物啟事（八達通）,🍮,請問你大約幾時看見？因為我已在2點左右取回八達通，這張可能是其他人的，Whatever thank you so much,Yuan3942,"Hello, 我見到影印機側邊放釘書機嘅枱有一張",🍮,想問有冇同學於今日拾到一張八達通不是屬於自己的？如有，請私訊聯絡，謝謝。遺失時間：11：00-13:00左右遺失地點：李作權大道近Pacific Coffee 影印                    室影印機八達通插口,3,,,,,,
Fine 3006 future and options,👽,係咪我堂堂瞓咗覺唔知，唔係有individual assignment 同group project 架咩，佢announce咗未。。。,,,,,,,,,,1,1
🤑,💁,好的，感謝解答,🍒,無咁簡單，因為有四五輪篩選。gpa只係入場券，我攞果年gpa 3.7。,💁,"看info page說year 1 sem 1至少3.5,但想問實際要多少",1,3,,,Jc scholarship gpa要多少才能拿到,,
有冇人已經好大壓力,😢,有,😎,你咩major （利申我year 3  science）,😎,係咪完全冇時間休息透下，做下運動，甚至只係坐低透下既時間都冇？,3,5,,,,,
🍼,垃圾蟲,"Year 1 已經覺得好chur,唔知點入手做assignment同温書好😣好驚爛GPA",,,,,,,,,有冇幼教師兄師姐分享下ECE讀書心得🥺,2,1
小巴一問,😄,Icic thx!,💂,"地鐵站： E/D出口 小巴站Bu : CVA, AAB, 宿舍出面",,,,,1,4,,,
放Discrete math書,🍈,有意dm~,,,,,,,,,,2,1
有無人去過/想去復旦/浙江大學交流,凍撚死少甜,咯咯咯做咩唔出聲？死大陸咁鍾意支那咪撚係香港讀啦，擁抱大灣區，大灣區需要你！,😸,芝麻仁咯咯咯,,,,,2,22,,,
代做Geog paper,🍚,任何physical geog，保B+或以上,,,,,,,,,,1,1
收gtsu2036 sources,👿,Dm,🌚,有🤚🏻,👿,Push,1,6,,,,,
Fine 3025 source wanted!,🐡,Want,🍼,Up,🍼,Up,1,3,,,,,
🍰,😪,聽講sci fac今年有個幾靚仔,😳,Grace Sin? 閪口閪面咁,👲,Niki,63,158,,,Sci Fac 靚女討論區,,
想讀返Asso,🍥,浸中係咁㗎啦,🍿,你又知🥹出曬名,🌱,點解上2年唔轉科 利申本身sci fac人成功轉走左去其他faculty,2,17,,,,,
有冇人放GTSU 2036 term paper,🍓,放 plz dm me,A0712036,dm  pls,,,,,1,18,,,
⛄️,😻,有事所以冇返到佢個essay workshop 🙏有冇師兄上呢科可以講吓佢份essay 大概要點做,,,,,,,,,GFVM1037 essay,1,1
Dklmch freerider,🌳,Jfft?,🍝,紫色閃光？,😛,樓主建議講曬成件事😂,1,6,,,,,
收learning and development ASM,🐫,收learning and development ASM sources 🙏🙏🙏,,,,,,,,,,1,1
￼￼￼有冇人報咗￼Green Summit,😅,有冇人收到Offer，到時可以一齊去一齊夜晚出去多個照應🙏🏻,,,,,,,,,,1,1
去過summer exchange入,🍣,有得實體去？🫠,🐨,aus/ canada/ us,雪梨茶,你想去邊,1,4,,,,,
